Badge,Feeder,Latitude,Longitude,Outage_Number
ME-1U2001260,Bath Village,13.06544099,-59.56581962,1
ME-1Q2017631,Bath Village,13.07032778,-59.57334803,1
ME-1P1001868,Bath Village,13.06933027,-59.57522705,1
ME-1P1004576,Bath Village,13.06874907,-59.56937623,1
ME-1P1001899,Bath Village,13.07023983,-59.57528565,1
ME-1P1004571,Bath Village,13.06664634,-59.5670626,1
ME-1P1004562,Bath Village,13.06806182,-59.56962175,1
ME-1P1004575,Bath Village,13.06849725,-59.56934162,1
ME-1U2001092,Bath Village,13.06622802,-59.56719137,1
ME-1U2001338,Bath Village,13.06894686,-59.57498604,1
ME-1U2001310,Bath Village,13.06889114,-59.57505787,1
ME-1Q2017845,Bath Village,13.06805415,-59.56627713,1
ME-1Q2020673,Bath Village,13.06775823,-59.57328789,1
ME-1U2001091,Bath Village,13.06623027,-59.56715627,1
ME-1U2001107,Bath Village,13.06739874,-59.56900321,1
ME-1U2001086,Bath Village,13.0657543,-59.56670375,1
ME-1U2001121,Bath Village,13.06834103,-59.56924082,1
ME-1Q2020922,Bath Village,13.06972663,-59.56986743,1
ME-1Q2017972,Bath Village,13.06689579,-59.56612067,1
ME-1Q2017869,Bath Village,13.07017692,-59.5706209,1
ME-1U2001084,Bath Village,13.06592626,-59.56604143,1
ME-1P1001900,Bath Village,13.07014447,-59.57465051,1
ME-1P1004517,Bath Village,13.06840886,-59.5689766,1
ME-1P1004563,Bath Village,13.06838515,-59.5695865,1
ME-1P1001852,Bath Village,13.06810155,-59.56959774,1
ME-1U2001085,Bath Village,13.06548411,-59.566756,1
ME-1U2001341,Bath Village,13.06913487,-59.57584097,1
ME-1U2001301,Bath Village,13.06955638,-59.57539451,1
ME-1U2001095,Bath Village,13.06649557,-59.56778419,1
ME-1Q2017924,Bath Village,13.06958542,-59.56657923,1
ME-1Q2017762,Bath Village,13.06729497,-59.5668006,1
ME-1U2001118,Bath Village,13.0668525,-59.56879937,1
ME-1U2001132,Bath Village,13.06861723,-59.56899251,1
ME-1U2001116,Bath Village,13.06767674,-59.56963723,1
ME-1U2001345,Bath Village,13.06925157,-59.57432503,1
ME-1U2001080,Bath Village,13.06568665,-59.56669099,1
ME-1Q2017633,Bath Village,13.06939439,-59.57348018,1
ME-1Q2017605,Bath Village,13.06953383,-59.57392481,1
ME-1Q2017917,Bath Village,13.07018769,-59.56595756,1
ME-1Q2017863,Bath Village,13.06984788,-59.56943152,1
ME-1U2001073,Bath Village,13.06561395,-59.56674519,1
ME-1U2001223,Bath Village,13.090713,-59.60884,1
ME-1U2002133,Bath Village,13.0680058,-59.57393862,1
ME-1Q2017896,Bath Village,13.06869797,-59.56584257,1
ME-1Q2017973,Bath Village,13.06754646,-59.56650686,1
ME-1Q2017859,Bath Village,13.07092563,-59.5711869,1
ME-1U2001194,Bath Village,13.06711401,-59.57289332,1
ME-1Q2017612,Bath Village,13.0687121,-59.56950081,1
ME-1Q2017620,Bath Village,13.06990185,-59.57318924,1
ME-1P1004510,Bath Village,13.07044702,-59.57226394,1
ME-1Q2018086,Bath Village,13.07689673,-59.56479056,1
ME-1U2001305,Bath Village,13.06887149,-59.57508777,1
ME-1Q2017615,Bath Village,13.06958859,-59.57632894,1
ME-1U2001713,Bath Village,13.06774485,-59.56900224,1
ME-1U2002134,Bath Village,13.06789239,-59.57450535,1
ME-1U2001530,Bath Village,13.06537656,-59.56598223,1
ME-1U2002042,Bath Village,13.06764945,-59.57197198,1
ME-1U2000966,Bath Village,13.06641117,-59.56519743,1
ME-1Q2017770,Bath Village,13.06724904,-59.56654748,1
ME-1U2001185,Bath Village,13.06759903,-59.57493393,1
ME-1Q2017894,Bath Village,13.06909345,-59.56628829,1
ME-1Q2017846,Bath Village,13.07063119,-59.57104934,1
ME-1Q2017862,Bath Village,13.06944546,-59.56950289,1
ME-1Q2017915,Bath Village,13.06997383,-59.56620691,1
ME-1Q2017781,Bath Village,13.07132899,-59.57183124,1
ME-1P1004516,Bath Village,13.06788669,-59.56938321,1
ME-1U2001087,Bath Village,13.06568548,-59.56688737,1
ME-1U2001114,Bath Village,13.06699248,-59.56879834,1
ME-1Q2017593,Bath Village,13.06987658,-59.57433611,1
ME-1Q2017600,Bath Village,13.07019281,-59.57444258,1
ME-1Q2017858,Bath Village,13.07047535,-59.57112491,1
ME-1Q2017765,Bath Village,13.0674935,-59.5672376,1
ME-1U2001810,Bath Village,13.06739129,-59.56886546,1
ME-1U2002041,Bath Village,13.06793002,-59.57175718,1
ME-1U2001711,Bath Village,13.0669525,-59.56840323,1
ME-1U2002135,Bath Village,13.06795816,-59.57448316,1
ME-1Q2017898,Bath Village,13.06578942,-59.56543256,1
ME-1U2001226,Bath Village,13.0651257,-59.56643775,1
ME-1U2001215,Bath Village,13.06711899,-59.57274439,1
ME-1U2001352,Bath Village,13.06940446,-59.57497417,1
ME-1U2001195,Bath Village,13.06714883,-59.57289545,1
ME-1U2001281,Bath Village,13.06898383,-59.57686617,1
ME-1Q2017774,Bath Village,13.07054952,-59.57163906,1
ME-1Q2017357,Bath Village,13.07300391,-59.56334281,1
ME-1U2001108,Bath Village,13.06745713,-59.56929261,1
ME-1P1004521,Bath Village,13.069825,-59.56984443,1
ME-1P1001917,Bath Village,13.06952765,-59.5751477,1
ME-1Q2017971,Bath Village,13.06718118,-59.56629542,1
ME-1U2001309,Bath Village,13.06902347,-59.57506926,1
ME-1U2001333,Bath Village,13.06899433,-59.57503232,1
ME-1U2001130,Bath Village,13.06827469,-59.56918413,1
ME-1U2001197,Bath Village,13.06761832,-59.57472947,1
ME-1U2001302,Bath Village,13.06946051,-59.57538664,1
ME-1U2001217,Bath Village,13.06536825,-59.56601385,1
ME-1U2001204,Bath Village,13.06755198,-59.5748308,1
ME-1U2001349,Bath Village,13.06956049,-59.57507781,1
ME-1U2001321,Bath Village,13.06892932,-59.57495813,1
ME-1Q2017640,Bath Village,13.07097695,-59.57196013,1
ME-1Q2020670,Bath Village,13.0678168,-59.57310885,1
ME-1U2000968,Bath Village,13.06641317,-59.56531517,1
ME-1U2001315,Bath Village,13.06892383,-59.57684151,1
ME-1U2001233,Bath Village,13.06520789,-59.56626389,1
ME-1Q2017936,Bath Village,13.06966928,-59.56622973,1
ME-1U2001224,Bath Village,13.06516325,-59.56581062,1
ME-1U2001213,Bath Village,13.06715615,-59.57270336,1
ME-1T4000176,Bath Village,13.07007839,-59.56805671,1
ME-1U2002050,Bath Village,13.06540377,-59.56575755,1
ME-1U2001312,Bath Village,13.06889361,-59.5750216,1
ME-1U2001348,Bath Village,13.06981831,-59.57500351,1
ME-1U2001017,Bath Village,13.06652925,-59.56781052,1
ME-1Q2017591,Bath Village,13.06950277,-59.57429733,1
ME-1Q2017654,Bath Village,13.06973315,-59.57705619,1
ME-1Q2017923,Bath Village,13.06955062,-59.56658902,1
ME-1Q2017861,Bath Village,13.07078202,-59.57122994,1
ME-1Q2017872,Bath Village,13.0696156,-59.56972517,1
ME-1U2001117,Bath Village,13.06695403,-59.56879735,1
ME-1Q2017966,Bath Village,13.07051008,-59.57142212,1
ME-1Q2017611,Bath Village,13.07003086,-59.57465162,1
ME-1Q2017767,Bath Village,13.06803752,-59.56728869,1
ME-1U2001090,Bath Village,13.06623347,-59.56712414,1
ME-1Q2017629,Bath Village,13.07060572,-59.57247749,1
ME-1Q2017617,Bath Village,13.0694292,-59.57631812,1
ME-1Q2017831,Bath Village,13.06863686,-59.5671221,1
ME-1U2001232,Bath Village,13.0652366,-59.56625088,1
ME-1U2001943,Bath Village,13.06551399,-59.56578346,1
ME-1Q2017604,Bath Village,13.06931221,-59.57400038,1
ME-1Q2017925,Bath Village,13.06966339,-59.56666953,1
ME-1U2001123,Bath Village,13.06839296,-59.56939669,1
ME-1U2001096,Bath Village,13.06653008,-59.56777577,1
ME-1U2001074,Bath Village,13.06561236,-59.56678467,1
ME-1U2001192,Bath Village,13.06711804,-59.57285799,1
ME-1P1004520,Bath Village,13.06883756,-59.56990194,1
ME-1P1005182,Bath Village,13.07065363,-59.57275888,1
ME-1Q2017847,Bath Village,13.07030985,-59.57100184,1
ME-1U2001112,Bath Village,13.06702417,-59.56860029,1
ME-1Q2017642,Bath Village,13.07077791,-59.57207316,1
ME-1Q2017850,Bath Village,13.07024373,-59.57131758,1
ME-1U2001221,Bath Village,13.06534614,-59.56598705,1
ME-1Q2017779,Bath Village,13.07097414,-59.57141338,1
ME-1Q2017864,Bath Village,13.06973443,-59.56939903,1
ME-1W2000380,Bath Village,13.06511427,-59.56613621,1
ME-1U2000965,Bath Village,13.06795594,-59.56947013,1
ME-1U2001106,Bath Village,13.0677004,-59.56893187,1
ME-1Q2017645,Bath Village,13.07038738,-59.57205765,1
ME-1Q2017968,Bath Village,13.07044092,-59.57174179,1
ME-1Q2017857,Bath Village,13.0701261,-59.57049614,1
ME-1U2001682,Bath Village,13.06767148,-59.57235945,1
ME-1P1004514,Bath Village,13.06842938,-59.56888814,1
ME-1Q2021055,Bath Village,13.06842172,-59.5696716,1
ME-1Q2017623,Bath Village,13.07000736,-59.57245381,1
ME-1Q2017830,Bath Village,13.06860227,-59.56712452,1
ME-1Q2017932,Bath Village,13.06923909,-59.56663241,1
ME-1Q2017870,Bath Village,13.06996816,-59.57066804,1
ME-1U2001219,Bath Village,13.06527018,-59.56641334,1
ME-1U2001191,Bath Village,13.06718743,-59.57270114,1
ME-1Q2017687,Bath Village,13.06831359,-59.56692869,1
ME-1U2001342,Bath Village,13.06903482,-59.57526715,1
ME-1U2001346,Bath Village,13.06956515,-59.57500349,1
ME-1U2001336,Bath Village,13.0688599,-59.57502114,1
ME-1U2001306,Bath Village,13.06890118,-59.5768046,1
ME-1U2001193,Bath Village,13.06711494,-59.57281906,1
ME-1U2001220,Bath Village,13.06514624,-59.56646835,1
ME-1U2001674,Bath Village,13.06763438,-59.57235909,1
ME-1U2001684,Bath Village,13.06774611,-59.57239507,1
ME-1U2001216,Bath Village,13.06712307,-59.57270374,1
ME-1U2001200,Bath Village,13.0675553,-59.57475277,1
ME-1Q2017967,Bath Village,13.07029173,-59.57180116,1
ME-1U2001198,Bath Village,13.06756578,-59.57486502,1
ME-1U2001317,Bath Village,13.06885952,-59.57505363,1
ME-1U2001319,Bath Village,13.06902762,-59.57503446,1
ME-1U2001280,Bath Village,13.06891724,-59.57659637,1
ME-1U2001571,Bath Village,13.06795762,-59.57006029,1
ME-1U2001322,Bath Village,13.06886072,-59.57495377,1
ME-1Q2017636,Bath Village,13.07010009,-59.57324445,1
ME-1Q2017602,Bath Village,13.07030405,-59.5743201,1
ME-1U2002047,Bath Village,13.06803524,-59.57514155,1
ME-1U2001681,Bath Village,13.06771466,-59.57235813,1
ME-1Q2021267,Bath Village,13.06925423,-59.57725557,1
ME-1Q2021273,Bath Village,13.06954412,-59.57759608,1
ME-1U2002259,Bath Village,13.06654328,-59.56514527,1
ME-1U2002257,Bath Village,13.06567845,-59.56603412,1
ME-1U2002260,Bath Village,13.06555581,-59.56496565,1
ME-1Q2021567,Bath Village,13.0698072,-59.56912598,1
ME-1U2001075,Bath Village,13.06560648,-59.56682292,1
ME-1U2001377,Bath Village,13.06780574,-59.57016711,1
ME-1U2001228,Bath Village,13.0650907,-59.56637247,1
ME-1U2001324,Bath Village,13.06900031,-59.57496234,1
ME-1Q2020928,Bath Village,13.06676157,-59.56729418,1
ME-1Q2017919,Bath Village,13.06860303,-59.56682755,1
ME-1U2001077,Bath Village,13.06571897,-59.56669715,1
ME-1U2001129,Bath Village,13.06818784,-59.56908307,1
ME-1U2001131,Bath Village,13.06851743,-59.56907065,1
ME-1U2001136,Bath Village,13.06861582,-59.56912119,1
ME-1U2001188,Bath Village,13.06758482,-59.57474184,1
ME-1Q2017916,Bath Village,13.07017051,-59.56577769,1
ME-1Q2017635,Bath Village,13.07008032,-59.57341322,1
ME-1Q2021276,Bath Village,13.0701274,-59.57746654,1
ME-1Q2021275,Bath Village,13.07029841,-59.57743366,1
ME-1U2002253,Bath Village,13.0659042,-59.56506816,1
ME-1U2002430,Bath Village,13.06616229,-59.56718371,1
ME-1U2002425,Bath Village,13.06655509,-59.56771299,1
ME-1Q2020924,Bath Village,13.06924929,-59.56980855,1
ME-1Q2017671,Bath Village,13.06971194,-59.5707791,1
ME-1Q2017764,Bath Village,13.06775259,-59.56708543,1
ME-1Q2017911,Bath Village,13.06890431,-59.56632588,1
ME-1Q2017768,Bath Village,13.07026419,-59.57067836,1
ME-1Q2017937,Bath Village,13.06923465,-59.56636519,1
ME-1U2001110,Bath Village,13.06702661,-59.56879647,1
ME-1U2001124,Bath Village,13.06812183,-59.56936144,1
ME-1U2001196,Bath Village,13.06722195,-59.57273539,1
ME-1U2001332,Bath Village,13.06967714,-59.57463584,1
ME-1Q2017616,Bath Village,13.06946545,-59.57619647,1
ME-1Q2017619,Bath Village,13.06963723,-59.57289189,1
ME-1Q2017639,Bath Village,13.07088489,-59.57202508,1
ME-1Q2017686,Bath Village,13.06867406,-59.56709779,1
ME-1Q2021285,Bath Village,13.06955368,-59.57189411,1
ME-1Q2021265,Bath Village,13.0696391,-59.57210371,1
ME-1U2002231,Bath Village,13.06619819,-59.56715466,1
ME-1U2002422,Bath Village,13.06649477,-59.56781771,1
ME-1Q2021807,Bath Village,13.06630666,-59.56660622,1
ME-1U2002303,Bath Village,13.06866646,-59.57518134,1
ME-1Q2018089,Bath Village,13.07773305,-59.56470932,1
ME-1Q2020923,Bath Village,13.06964578,-59.5706283,1
ME-1Q2017355,Bath Village,13.07292851,-59.56348157,1
ME-1U2001950,Bath Village,13.06788757,-59.56972567,1
ME-1U2001710,Bath Village,13.06688591,-59.56859663,1
ME-1U2002005,Bath Village,13.06748123,-59.56914096,1
ME-1U2001673,Bath Village,13.06763901,-59.57281441,1
ME-1U2001277,Bath Village,13.06884026,-59.57661105,1
ME-1U2001347,Bath Village,13.06917475,-59.57457672,1
ME-1U2001334,Bath Village,13.06896273,-59.57495812,1
ME-1U2001199,Bath Village,13.06765773,-59.57482924,1
ME-1U2001230,Bath Village,13.06510876,-59.56631843,1
ME-1U2001304,Bath Village,13.06955263,-59.57542791,1
ME-1Q2021282,Bath Village,13.06939202,-59.57109987,1
ME-1Q2021270,Bath Village,13.06963288,-59.57751466,1
ME-1U2002421,Bath Village,13.0665857,-59.56771138,1
ME-1Q2022384,Bath Village,13.06673742,-59.56698081,1
ME-1Q2021056,Bath Village,13.06845191,-59.56950873,1
ME-1Q2020926,Bath Village,13.06691581,-59.56684935,1
ME-1U2001419,Bath Village,13.06517539,-59.56628096,1
ME-1U2001417,Bath Village,13.06533085,-59.56637913,1
ME-1Q2021274,Bath Village,13.06946121,-59.57763326,1
ME-1Q2021271,Bath Village,13.06966983,-59.57747361,1
ME-1U2002232,Bath Village,13.06619662,-59.56712148,1
ME-1U2002254,Bath Village,13.06570509,-59.56510561,1
ME-1U2002258,Bath Village,13.06659042,-59.56513127,1
ME-1U2002244,Bath Village,13.06540783,-59.56544394,1
ME-1Q2021808,Bath Village,13.06638149,-59.5665625,1
ME-1Q2020929,Bath Village,13.06675769,-59.56721004,1
ME-1U2001126,Bath Village,13.06692377,-59.56859687,1
ME-1U2001691,Bath Village,13.06776592,-59.57260415,1
ME-1U2001225,Bath Village,13.06517729,-59.56645298,1
ME-1U2001209,Bath Village,13.06752403,-59.57476241,1
ME-1Q2017634,Bath Village,13.06999156,-59.57347255,1
ME-1Q2017614,Bath Village,13.06970027,-59.57625071,1
ME-1U2002136,Bath Village,13.0679913,-59.57400249,1
ME-1Q2021272,Bath Village,13.06958404,-59.57756256,1
ME-1Q2021266,Bath Village,13.0691187,-59.57608977,1
ME-1U2002242,Bath Village,13.06622622,-59.56722127,1
ME-1Q2021564,Bath Village,13.0690727,-59.56619039,1
ME-1Q2021762,Bath Village,13.06726216,-59.56553661,1
ME-1U2002428,Bath Village,13.06651879,-59.56770872,1
ME-1U2002044,Bath Village,13.06794624,-59.57172071,1
ME-1U2001531,Bath Village,13.06530185,-59.56639966,1
ME-1Q2017618,Bath Village,13.06949371,-59.5729608,1
ME-1Q2017643,Bath Village,13.0705557,-59.57196509,1
ME-1Q2017848,Bath Village,13.07045875,-59.57088855,1
ME-1U2001083,Bath Village,13.06596269,-59.56603108,1
ME-1U2001119,Bath Village,13.06692184,-59.56879665,1
ME-1U2001113,Bath Village,13.06752483,-59.56969407,1
ME-1U2001134,Bath Village,13.06831922,-59.56891214,1
ME-1U2002426,Bath Village,13.066562,-59.56781221,1
ME-1U2002343,Bath Village,13.06944511,-59.57440699,1
ME-1U2001569,Bath Village,13.06794784,-59.57002443,1
ME-1U2001378,Bath Village,13.06786962,-59.56969424,1
ME-1Q2017901,Bath Village,13.06758411,-59.56543782,1
ME-1Q2017903,Bath Village,13.06706298,-59.56559641,1
ME-1Q2017833,Bath Village,13.06870479,-59.567321,1
ME-1Q2017594,Bath Village,13.07006753,-59.57414112,1
ME-1Q2017851,Bath Village,13.07002684,-59.57121024,1
ME-1U2001229,Bath Village,13.06507512,-59.56633698,1
ME-1U2001235,Bath Village,13.06536052,-59.56636208,1
ME-1U2001187,Bath Village,13.0675841,-59.57490096,1
ME-1Q2017854,Bath Village,13.06996944,-59.57039882,1
ME-1Q2017626,Bath Village,13.07009109,-59.57289113,1
ME-1Q2017597,Bath Village,13.07003765,-59.57431337,1
ME-1U2001078,Bath Village,13.06562026,-59.566705,1
ME-1U2001190,Bath Village,13.06722154,-59.57270295,1
ME-1U2001282,Bath Village,13.06895146,-59.57688064,1
ME-1U2001231,Bath Village,13.06538255,-59.56631089,1
ME-1U2001313,Bath Village,13.06885747,-59.57669118,1
ME-1U2001316,Bath Village,13.06886905,-59.5767294,1
ME-1Q2021268,Bath Village,13.06923066,-59.57336457,1
ME-1Q2021493,Bath Village,13.06974735,-59.56914623,1
ME-1U2002427,Bath Village,13.06652801,-59.56774394,1
ME-1U2002307,Bath Village,13.06576159,-59.56689117,1
ME-1U2002319,Bath Village,13.06748275,-59.57099614,1
ME-1U2002342,Bath Village,13.06959052,-59.57546844,1
ME-1U2001234,Bath Village,13.06539347,-59.56634295,1
ME-1U2001329,Bath Village,13.06967987,-59.57478491,1
ME-1Q2020671,Bath Village,13.06770524,-59.57293871,1
ME-1U2001692,Bath Village,13.06762064,-59.57274121,1
ME-1Q2017772,Bath Village,13.06755699,-59.56662947,1
ME-1Q2017775,Bath Village,13.07073982,-59.57145915,1
ME-1Q2017922,Bath Village,13.06888813,-59.56685762,1
ME-1Q2017596,Bath Village,13.07037445,-59.5742221,1
ME-1Q2017895,Bath Village,13.06907735,-59.56637345,1
ME-1Q2017865,Bath Village,13.0689366,-59.56935354,1
ME-1U2001303,Bath Village,13.06940102,-59.57522895,1
ME-1U2001222,Bath Village,13.06513835,-59.5658406,1
ME-1U2001214,Bath Village,13.06711759,-59.57278355,1
ME-1U2000930,Bath Village,13.06611134,-59.56598579,1
ME-1U2001186,Bath Village,13.06753883,-59.57479587,1
ME-1U2002304,Bath Village,13.06760786,-59.5700135,1
ME-1Q2021053,Bath Village,13.06703455,-59.56684447,1
ME-1U2002008,Bath Village,13.06808111,-59.57198732,1
ME-1W2000379,Bath Village,13.06507851,-59.56615761,1
ME-1U2001337,Bath Village,13.06889918,-59.57510316,1
ME-1U2001203,Bath Village,13.06722129,-59.57277227,1
ME-1U2001201,Bath Village,13.06764414,-59.57479553,1
ME-1U2001210,Bath Village,13.06796487,-59.57504799,1
ME-1Q2017832,Bath Village,13.06890419,-59.56728964,1
ME-1Q2017892,Bath Village,13.06683941,-59.56612946,1
ME-1Q2021051,Bath Village,13.06763457,-59.56875489,1
ME-1U2001944,Bath Village,13.0655471,-59.56576213,1
ME-1Q2021052,Bath Village,13.06760874,-59.56868906,1
ME-1Q2021765,Bath Village,13.06749635,-59.56547875,1
ME-1Q2021764,Bath Village,13.06689585,-59.56470617,1
ME-1U2001675,Bath Village,13.06763273,-59.57239575,1
ME-1Q2017656,Bath Village,13.06787604,-59.57307951,1
ME-1Q2017628,Bath Village,13.0702251,-59.57278099,1
ME-1Q2017624,Bath Village,13.07014952,-59.57258013,1
ME-1Q2020995,Bath Village,13.06647244,-59.56619852,1
ME-1U2001683,Bath Village,13.06774609,-59.57235769,1
ME-1U2001122,Bath Village,13.06882448,-59.5691604,1
ME-1Q2020994,Bath Village,13.06640496,-59.56685257,1
ME-1U2000961,Bath Village,13.06637088,-59.56533054,1
ME-1U2001714,Bath Village,13.06736703,-59.56911986,1
ME-1P1005587,Bath Village,13.06929069,-59.57003787,1
ME-1P1005582,Bath Village,13.06851036,-59.56887581,1
ME-1Q2021956,Bath Village,13.0703121,-59.56594005,1
ME-1U2001351,Bath Village,13.07005985,-59.57453904,1
ME-1U2001330,Bath Village,13.06950372,-59.57470753,1
ME-1U2001125,Bath Village,13.06685179,-59.5685907,1
ME-1U2001079,Bath Village,13.06528405,-59.5668435,1
ME-1Q2017644,Bath Village,13.0703658,-59.57227589,1
ME-1Q2017900,Bath Village,13.06739902,-59.56550744,1
ME-1Q2017902,Bath Village,13.06696549,-59.56562682,1
ME-1Q2017849,Bath Village,13.07085818,-59.57129686,1
ME-1U2001020,Bath Village,13.06656021,-59.56777904,1
ME-1P1005590,Bath Village,13.0702733,-59.57381302,1
ME-1U2002241,Bath Village,13.0653817,-59.56539023,1
ME-1U2002229,Bath Village,13.0661574,-59.56721861,1
ME-1Q2021744,Bath Village,13.07199706,-59.57223001,1
ME-1Q2021759,Bath Village,13.06605292,-59.56567251,1
ME-1Q2021760,Bath Village,13.06613112,-59.56563874,1
ME-1Q2021601,Bath Village,13.06954718,-59.57025036,1
ME-1Q2018087,Bath Village,13.07715053,-59.5640282,1
ME-1Q2017105,Bath Village,13.070123,-59.57374093,1
ME-1U2001212,Bath Village,13.06777632,-59.57516311,1
ME-1Q2017776,Bath Village,13.07065862,-59.57157445,1
ME-1P1005589,Bath Village,13.06928296,-59.56912957,1
ME-1P1005599,Bath Village,13.07037023,-59.57761217,1
ME-1P1005588,Bath Village,13.06984354,-59.56993111,1
ME-1P1005592,Bath Village,13.06995711,-59.57334601,1
ME-1P1005538,Bath Village,13.06777374,-59.57161474,1
ME-1P1005604,Bath Village,13.06975762,-59.57633794,1
ME-1Q2021758,Bath Village,13.06646895,-59.56582032,1
ME-1U2002301,Bath Village,13.06864763,-59.57522259,1
ME-1Q2017627,Bath Village,13.07045279,-59.57268037,1
ME-1Q2017630,Bath Village,13.06961359,-59.57341772,1
ME-1Q2017798,Bath Village,13.06912652,-59.57619187,1
ME-1Q2017415,Bath Village,13.07007829,-59.57442878,1
ME-1Q2017763,Bath Village,13.06741812,-59.56710582,1
ME-1U2001331,Bath Village,13.06963761,-59.57461877,1
ME-1Q2017934,Bath Village,13.06907847,-59.56658671,1
ME-1Q2017871,Bath Village,13.06992707,-59.5706389,1
ME-1U2002049,Bath Village,13.06541372,-59.56579218,1
ME-1Q2021054,Bath Village,13.06855835,-59.5700301,1
ME-1U2001262,Bath Village,13.06548091,-59.56579898,1
ME-1Q2017689,Bath Village,13.06867228,-59.56705605,1
ME-1Q2017970,Bath Village,13.06758483,-59.56649842,1
ME-1P1005613,Bath Village,13.06971829,-59.57050359,1
ME-1P1005593,Bath Village,13.06960475,-59.57378125,1
ME-1P1005586,Bath Village,13.06955542,-59.56958931,1
ME-1P1005543,Bath Village,13.06861529,-59.56688165,1
ME-1P1005600,Bath Village,13.06968455,-59.57635281,1
ME-1U2002302,Bath Village,13.06560897,-59.56686142,1
ME-1Q2017891,Bath Village,13.06889529,-59.56623353,1
ME-1U2001283,Bath Village,13.06888315,-59.57676512,1
ME-1U2001284,Bath Village,13.06887682,-59.57659927,1
ME-1Q2017913,Bath Village,13.06889,-59.56655441,1
ME-1U2001690,Bath Village,13.06761433,-59.57270327,1
ME-1P1005611,Bath Village,13.06994644,-59.56608051,1
ME-1P1005612,Bath Village,13.06965079,-59.56602797,1
ME-1P1005581,Bath Village,13.06767804,-59.57169041,1
ME-1P1005591,Bath Village,13.07006387,-59.57308703,1
ME-1U2002235,Bath Village,13.06499002,-59.56482198,1
ME-1U2002243,Bath Village,13.06619784,-59.56718978,1
ME-1U2002230,Bath Village,13.06619178,-59.56722286,1
ME-1U2002317,Bath Village,13.06745377,-59.56886027,1
ME-1Q2021263,Bath Village,13.06964609,-59.5721561,1
ME-1Q2021264,Bath Village,13.069267,-59.5734044,1
ME-1Q2021302,Bath Village,13.06891987,-59.57641463,1
ME-1Q2021269,Bath Village,13.06886066,-59.57616274,1
ME-1Q2021740,Bath Village,13.0675017,-59.56750269,1
ME-1Q2021563,Bath Village,13.07049028,-59.56620281,1
ME-1U2002234,Bath Village,13.06513024,-59.56580796,1
ME-1Q2021258,Bath Village,13.06756221,-59.56522802,1
ME-1U2002306,Bath Village,13.06564772,-59.56687538,1
ME-1U2002305,Bath Village,13.06572505,-59.56688909,1
ME-1U2002308,Bath Village,13.06579932,-59.56689473,1
ME-1U2002335,Bath Village,13.06698847,-59.56840057,1
ME-1U2002344,Bath Village,13.06962905,-59.57547304,1
ME-1U2000929,Bath Village,13.06591609,-59.56600719,1
ME-1Q2017887,Bath Village,13.06641985,-59.56479284,1
ME-1Q2017842,Bath Village,13.06818541,-59.5665362,1
ME-1U2001120,Bath Village,13.06698298,-59.56859859,1
ME-1U2001111,Bath Village,13.06681371,-59.56880161,1
ME-1U2001115,Bath Village,13.06789433,-59.56976719,1
ME-1Q2017893,Bath Village,13.0664559,-59.56653614,1
ME-1Q2017933,Bath Village,13.06925411,-59.56666696,1
ME-1Q2017855,Bath Village,13.07007566,-59.57043177,1
ME-1Q2017910,Bath Village,13.06887662,-59.56651453,1
ME-1U2001094,Bath Village,13.06655621,-59.56774484,1
ME-1U2001308,Bath Village,13.06954896,-59.57546745,1
ME-1Q2017601,Bath Village,13.06878599,-59.56972879,1
ME-1Q2017670,Bath Village,13.06956642,-59.5720193,1
ME-1Q2017592,Bath Village,13.06923842,-59.57423148,1
ME-1P1004437,Bath Village,13.07418499,-59.55806946,1
ME-1Q2023318,Bath Village,13.07760316,-59.55547656,1
ME-1Q2024837,Bath Village,13.07525324,-59.5621004,1
ME-1Q2022204,Bath Village,13.06580562,-59.56547392,1
ME-1Q2022651,Bath Village,13.06670083,-59.56511651,1
ME-1Q2022897,Bath Village,13.07575251,-59.56132016,1
ME-1P1001855,Bath Village,13.07288083,-59.56333161,1
ME-1P1000936,Bath Village,13.0726737,-59.56218343,1
ME-1P1000937,Bath Village,13.07330096,-59.56254614,1
ME-1P1000934,Bath Village,13.07327026,-59.56218855,1
ME-1P1000866,Bath Village,13.07264215,-59.56253083,1
ME-1Q2023690,Bath Village,13.06956442,-59.56624361,1
ME-1V2000210,Bath Village,13.06939164,-59.57688093,1
ME-1V2000153,Bath Village,13.06758457,-59.5693359,1
ME-1Q2024814,Bath Village,13.06865644,-59.56846406,1
ME-1V2000150,Bath Village,13.06745935,-59.56970763,1
ME-1V2000212,Bath Village,13.06891474,-59.57512541,1
ME-1P1000433,Bath Village,13.07703094,-59.55334544,1
ME-1V2000211,Bath Village,13.06883113,-59.57507462,1
ME-1P1000434,Bath Village,13.07397729,-59.55533743,1
ME-1W2000699,Bath Village,13.0680111,-59.57397062,1
ME-1W2000704,Bath Village,13.06796691,-59.57491277,1
ME-1W2000698,Bath Village,13.06802111,-59.5739983,1
ME-1V2000198,Bath Village,13.06921055,-59.57665783,1
ME-1W2000668,Bath Village,13.06754769,-59.57004564,1
ME-1W2000697,Bath Village,13.06795924,-59.57488171,1
ME-1V2000151,Bath Village,13.06731709,-59.56879875,1
ME-1Q2027540,Bath Village,13.06952212,-59.57416447,1
ME-1Q2030952,Bath Village,13.07436161,-59.56916525,1
