Badge,Feeder,Latitude,Longitude
ME-1Q2015785,Newton,13.06848046,-59.52888167
ME-1Q2015897,Newton,13.06856273,-59.53193429
ME-1Q2015930,Newton,13.06793867,-59.53746225
ME-1Q2015944,Providence,13.06825396,-59.52048733
ME-1Q2012763,Providence,13.08774821,-59.50966373
ME-1Q2012280,Providence,13.09248445,-59.50411091
ME-1P1002827,Oistins,13.06953651,-59.54649251
ME-1Q2001186,Newton,13.07829304,-59.53086519
ME-1Q2001230,Newton,13.07782974,-59.5290454
ME-1P1000050,Newton,13.07548711,-59.54747989
ME-1Q2003592,Newton,13.0685237,-59.53213369
ME-1P1001975,Providence,13.08780336,-59.50802741
ME-1P1001344,Newton,13.07454676,-59.54295468
ME-1P1001940,Providence,13.08538626,-59.51203575
ME-1P1001977,Providence,13.08796899,-59.50890772
ME-1Q2012845,Providence,13.08472099,-59.50834844
ME-1P1001969,Providence,13.08513683,-59.51077233
ME-1P1000895,Bath Village,13.07678975,-59.56033851
ME-1P1001970,Providence,13.08780634,-59.51015429
ME-1P1001181,Providence,13.08951703,-59.50323656
ME-1P1001976,Providence,13.08795199,-59.51129996
ME-1P1002742,Providence,13.05196575,-59.51750814
ME-1P1002756,Providence,13.04805304,-59.52357382
ME-1U2000002,Newton,13.07568385,-59.53634487
ME-1Q2008210,Providence,13.06856584,-59.52573265
ME-1Q2008217,Providence,13.06736794,-59.52715207
ME-1P1002816,Bath Village,13.06959182,-59.56873267
ME-1P1002544,Oistins,13.05464186,-59.53040076
ME-1Q2012708,Providence,13.08788863,-59.5110742
ME-1Q2012917,Providence,13.0852403,-59.51322422
ME-1Q2015784,Newton,13.06809281,-59.5307418
ME-1Q2015956,Providence,13.07249578,-59.51817455
ME-1Q2015993,Newton,13.07298696,-59.52424894
ME-1Q2016036,Oistins,13.0715202,-59.54680182
ME-1P1001971,Providence,13.08789867,-59.50854963
ME-1P1001973,Providence,13.08776471,-59.50794655
ME-1P1001965,Providence,13.08627628,-59.51042032
ME-1P1002619,Providence,13.08061872,-59.49595832
ME-1Q2012951,Providence,13.08525582,-59.51244925
ME-1Q2015300,Bath Village,13.07236162,-59.56703159
ME-1U2000661,Newton,13.0739504,-59.52715054
ME-1P1002518,Oistins,13.06282147,-59.5371116
ME-1P1002215,Oistins,13.061907,-59.53287824
ME-1P1002549,Providence,13.05956523,-59.52192915
ME-1P1002322,Oistins,13.06230948,-59.53273981
ME-1Q2015748,Bath Village,13.07290187,-59.56746186
ME-1Q2015747,Bath Village,13.07252202,-59.56728237
ME-1Q2012888,Providence,13.08485634,-59.51369088
ME-1Q2013154,Newton,13.08771574,-59.54558616
ME-1Q2015556,Newton,13.08989546,-59.54038991
ME-1Q2012965,Providence,13.0851281,-59.51143588
ME-1Q2015564,Newton,13.08904648,-59.54103474
ME-1Q2012648,Providence,13.08759552,-59.50672595
ME-1Q2015912,Providence,13.06642496,-59.52926205
ME-1Q2014825,Providence,13.07906989,-59.51097614
ME-1P1003053,Providence,13.08627207,-59.51075938
ME-1P1002601,Providence,13.05395698,-59.52063208
ME-1P1002905,Newton,13.07742138,-59.54748869
ME-1Q2015905,Providence,13.06573538,-59.53029394
ME-1Q2012702,Providence,13.08760796,-59.51199726
ME-1Q2015895,Newton,13.06970062,-59.53567013
ME-1Q2012801,Providence,13.08800575,-59.5082817
ME-1Q2012751,Providence,13.08783179,-59.5081671
ME-1P1002705,Providence,13.04971811,-59.52168683
ME-1P1002586,Providence,13.05759919,-59.51779159
ME-1P1003044,Providence,13.08569125,-59.51064436
ME-1P1002839,Newton,13.0804287,-59.55329088
ME-1P1002707,Oistins,13.04742851,-59.52923308
ME-1P1002833,Bath Village,13.07696152,-59.55892875
ME-1Q2010290,Newton,13.07119746,-59.53489626
ME-1Q2015609,Newton,13.0887445,-59.54087167
ME-1Q2015453,Providence,13.06517031,-59.50433176
ME-1P1002590,Providence,13.05296602,-59.51850047
ME-1P1002703,Providence,13.05037464,-59.51420643
ME-1P1002749,Providence,13.05844973,-59.52337677
ME-1P1002710,Providence,13.05594082,-59.52002166
ME-1P1002488,Providence,13.05407695,-59.52247993
ME-1P1002592,Providence,13.05752183,-59.51647128
ME-1P1003042,Providence,13.08534498,-59.51113414
ME-1Q2015663,Newton,13.09063823,-59.54087386
ME-1Q2015638,Newton,13.08567675,-59.54951708
ME-1U2000663,Newton,13.07389323,-59.52703443
ME-1Q2012971,Providence,13.08501619,-59.50899936
ME-1Q2012848,Providence,13.08523401,-59.50846184
ME-1Q2016073,Oistins,13.07257407,-59.55310405
ME-1P1002597,Providence,13.05626609,-59.5205944
ME-1P1002547,Providence,13.05396668,-59.52076268
ME-1Q2015946,Providence,13.07711606,-59.5156316
ME-1Q2016151,Providence,13.06825834,-59.50125726
ME-1Q2012779,Providence,13.08498749,-59.510241
ME-1Q2015303,Newton,13.07002238,-59.53663317
ME-1P1002545,Oistins,13.05510504,-59.53153745
ME-1P1002540,Oistins,13.05389174,-59.52771829
ME-1Q2015903,Newton,13.06589083,-59.53345066
ME-1Q2012772,Providence,13.08591562,-59.51305505
ME-1Q2012970,Providence,13.08519271,-59.50917577
ME-1Q2012910,Providence,13.08555787,-59.51303327
ME-1Q2012884,Providence,13.08522161,-59.51418185
ME-1Q2016114,Newton,13.06828356,-59.52892457
ME-1P1003010,Providence,13.08785955,-59.51068974
ME-1P1002505,Newton,13.06392354,-59.53901462
ME-1P1002515,Oistins,13.06376348,-59.53712555
ME-1P1002596,Providence,13.05621365,-59.52071669
ME-1P1002733,Providence,13.05159822,-59.52554181
ME-1P1002697,Providence,13.05441876,-59.51907806
ME-1P1003017,Providence,13.08498629,-59.50963094
ME-1Q2012964,Providence,13.08490164,-59.51150465
ME-1Q2015550,Newton,13.08870289,-59.54012163
ME-1Q2012574,Providence,13.08681223,-59.51128934
ME-1Q2011915,Newton,13.07221338,-59.53822205
ME-1P1002541,Oistins,13.05397991,-59.52748882
ME-1P1002254,Oistins,13.06134536,-59.53694926
ME-1P1002517,Oistins,13.06357371,-59.53769455
ME-1Q2016021,Newton,13.07837839,-59.54864492
ME-1Q2012718,Providence,13.08590149,-59.51246926
ME-1Q2012726,Providence,13.08752369,-59.51535709
ME-1Q2012600,Providence,13.09246101,-59.50486378
ME-1Q2015451,Newton,13.08433556,-59.53167007
ME-1Q2012684,Providence,13.08722611,-59.51227348
ME-1Q2012878,Providence,13.0851644,-59.51432268
ME-1Q2012840,Providence,13.0850025,-59.50932449
ME-1Q2014187,Providence,13.07860418,-59.51640778
ME-1Q2014188,Oistins,13.07503281,-59.55071357
ME-1Q2017064,Newton,13.07586941,-59.5395674
ME-1Q2012953,Providence,13.08525478,-59.51250196
ME-1P1002815,Bath Village,13.06999836,-59.56914874
ME-1P1002872,Providence,13.07896967,-59.50650397
ME-1P1002493,Providence,13.05590923,-59.52005255
ME-1Q2016005,Providence,13.07845734,-59.51497071
ME-1Q2012956,Providence,13.0854534,-59.51247189
ME-1Q2011914,Newton,13.07293673,-59.53790724
ME-1P1002672,Bath Village,13.06856166,-59.56877472
ME-1Q2015657,Newton,13.08564652,-59.53264079
ME-1Q2012771,Providence,13.08568805,-59.51304621
ME-1U2000660,Newton,13.07397674,-59.52712439
ME-1P1002511,Providence,13.06395851,-59.52638041
ME-1Q2012645,Providence,13.08639093,-59.50859382
ME-1Q2012724,Providence,13.0863756,-59.51189079
ME-1Q2016085,Bath Village,13.07324102,-59.56812368
ME-1Q2012757,Providence,13.08757001,-59.50704564
ME-1Q2016003,Providence,13.07837405,-59.51496055
ME-1Q2016004,Providence,13.07852204,-59.51484911
ME-1Q2012722,Providence,13.08587634,-59.51178675
ME-1Q2012575,Providence,13.08706568,-59.50732149
ME-1Q2012719,Providence,13.0860238,-59.51245974
ME-1Q2012985,Newton,13.09036197,-59.54117079
ME-1P1002507,Oistins,13.06311976,-59.53724747
ME-1P1002713,Providence,13.05591147,-59.52008172
ME-1Q2012755,Providence,13.0873311,-59.50708141
ME-1Q2012694,Providence,13.08697409,-59.51176059
ME-1Q2012655,Providence,13.08694833,-59.50540617
ME-1Q2012912,Providence,13.08546176,-59.51292922
ME-1Q2012963,Providence,13.08500935,-59.50908751
ME-1Q2001228,Newton,13.07780303,-59.52904268
ME-1Q2001401,Newton,13.07612349,-59.54215861
ME-1P1001453,Providence,13.06859377,-59.50360769
ME-1Q2007217,Newton,13.08036005,-59.54201947
ME-1P1000447,Oistins,13.07194517,-59.54797641
ME-1Q2007378,Newton,13.07015283,-59.53576997
ME-1P1001954,Providence,13.08531304,-59.51188018
ME-1P1000906,Oistins,13.06858652,-59.54648347
ME-1Q2012733,Providence,13.08749141,-59.51516316
ME-1Q2012633,Providence,13.08581499,-59.51249702
ME-1Q2015092,Newton,13.07817479,-59.54652336
ME-1P1002526,Newton,13.06380531,-59.53947442
ME-1P1002724,Providence,13.05648912,-59.52038139
ME-1P1002732,Providence,13.05363183,-59.52459976
ME-1P1002894,Oistins,13.06995996,-59.54479592
ME-1Q2012601,Providence,13.09172685,-59.50488931
ME-1P1003036,Providence,13.0846434,-59.51140903
ME-1Q2012749,Providence,13.08737336,-59.50716085
ME-1P1002328,Oistins,13.06227346,-59.53247056
ME-1P1002532,Oistins,13.06271301,-59.53924222
ME-1P1002503,Oistins,13.06387716,-59.53763934
ME-1Q2013315,Providence,13.08690442,-59.51196169
ME-1Q2015997,Newton,13.07524089,-59.54335533
ME-1Q2015894,Newton,13.06762043,-59.53253311
ME-1Q2015926,Newton,13.07789139,-59.53301466
ME-1Q2012512,Providence,13.08740755,-59.50886476
ME-1P1001117,Providence,13.0754642,-59.52302111
ME-1Q2004787,Bath Village,13.07379918,-59.55542665
ME-1P1001987,Oistins,13.07034227,-59.545956
ME-1Q2012933,Providence,13.08517843,-59.51199995
ME-1P1002735,Providence,13.05116732,-59.52495276
ME-1P1002698,Providence,13.05496836,-59.52158001
ME-1Q2008035,Providence,13.06907187,-59.5245214
ME-1Q2008036,Providence,13.06913179,-59.52429933
ME-1Q2012679,Newton,13.06983184,-59.53071405
ME-1Q2012727,Providence,13.08708466,-59.51560963
ME-1P1002832,Bath Village,13.07348861,-59.5570304
ME-1P1002521,Oistins,13.0629347,-59.53709153
ME-1Q2016116,Newton,13.07173115,-59.53144735
ME-1Q2012660,Providence,13.08575544,-59.50834357
ME-1P1003045,Providence,13.08577641,-59.51208774
ME-1P1003019,Providence,13.08467173,-59.51040294
ME-1P1002620,Providence,13.08052539,-59.49465958
ME-1P1002808,Providence,13.09107894,-59.50375796
ME-1P1002836,Oistins,13.06717399,-59.54752595
ME-1P1002896,Oistins,13.07054433,-59.54594113
ME-1Q2012767,Providence,13.08780359,-59.5099012
ME-1Q2012635,Providence,13.08703663,-59.5081602
ME-1Q2012804,Providence,13.08759332,-59.50820475
ME-1Q2012654,Providence,13.08768723,-59.50567404
ME-1P1002741,Providence,13.05602455,-59.5212905
ME-1P1002751,Oistins,13.0585675,-59.52465295
ME-1P1002731,Providence,13.05356987,-59.52267198
ME-1P1002682,Providence,13.05449945,-59.52009309
ME-1P1002755,Providence,13.05030912,-59.52278897
ME-1P1003018,Providence,13.09118765,-59.50375764
ME-1P1002506,Oistins,13.06334415,-59.53747034
ME-1Q2012901,Providence,13.08454221,-59.51374483
ME-1Q2012887,Providence,13.08458967,-59.5144535
ME-1Q2008212,Providence,13.06972574,-59.52581261
ME-1Q2008473,Newton,13.06680849,-59.53603561
ME-1Q2008041,Providence,13.06813982,-59.52773837
ME-1Q2009141,Oistins,13.06879599,-59.54677116
ME-1U2000463,Providence,13.06603201,-59.52817855
ME-1U2000591,Providence,13.06626537,-59.52828612
ME-1Q2008040,Providence,13.06786087,-59.52731543
ME-1Q2008215,Providence,13.0676006,-59.52731537
ME-1Q2016035,Newton,13.07061073,-59.54317352
ME-1U2000719,Bath Village,13.07168395,-59.56754411
ME-1P1002200,Providence,13.06416518,-59.50911723
ME-1P1002753,Oistins,13.05794639,-59.52832535
ME-1P1002723,Providence,13.05647128,-59.52026289
ME-1P1003026,Providence,13.08466085,-59.51084358
ME-1Q2012283,Providence,13.09159005,-59.50369075
ME-1Q2012641,Providence,13.08705192,-59.51110869
ME-1Q2015298,Bath Village,13.07096267,-59.56763243
ME-1Q2015356,Newton,13.08966315,-59.54261761
ME-1Q2015448,Newton,13.08430428,-59.53167075
ME-1Q2012742,Providence,13.08597034,-59.5146149
ME-1Q2012511,Providence,13.08753905,-59.50910543
ME-1Q2012797,Providence,13.08783007,-59.51027312
ME-1Q2012903,Providence,13.08460313,-59.51240561
ME-1Q2012766,Providence,13.08750189,-59.50965149
ME-1Q2012703,Providence,13.08757011,-59.51199635
ME-1P1002535,Oistins,13.06074184,-59.53592857
ME-1P1002893,Oistins,13.07011216,-59.54502478
ME-1P1002694,Providence,13.05394655,-59.5192598
ME-1P1002326,Oistins,13.06229969,-59.53261975
ME-1Q2012904,Providence,13.08485801,-59.51218257
ME-1Q2012960,Providence,13.08461999,-59.51128005
ME-1Q2012893,Providence,13.08460868,-59.51494192
ME-1Q2012413,Providence,13.08978629,-59.5067745
ME-1Q2012900,Providence,13.08456626,-59.51356461
ME-1Q2012906,Providence,13.08542725,-59.51494147
ME-1Q2012881,Providence,13.08552958,-59.51417327
ME-1Q2012699,Providence,13.08696879,-59.50994174
ME-1Q2012747,Providence,13.0873763,-59.50734245
ME-1Q2010306,Newton,13.07911457,-59.54185059
ME-1P1003014,Providence,13.08497156,-59.50992743
ME-1P1002696,Providence,13.05328823,-59.51967474
ME-1P1002686,Providence,13.05612369,-59.52038192
ME-1P1002725,Providence,13.05660213,-59.5200377
ME-1P1002699,Providence,13.05496197,-59.5213375
ME-1P1002683,Providence,13.05237162,-59.51747576
ME-1P1002684,Providence,13.05447623,-59.5202381
ME-1P1002757,Providence,13.05039888,-59.52288302
ME-1Q2012646,Providence,13.08742947,-59.50577206
ME-1P1002704,Providence,13.05031643,-59.52068
ME-1P1003013,Providence,13.08724815,-59.50617797
ME-1P1002822,Oistins,13.07025963,-59.54658032
ME-1P1002828,Oistins,13.06833581,-59.54611912
ME-1P1002835,Oistins,13.06688687,-59.54648216
ME-1Q2015344,Providence,13.08640141,-59.50856404
ME-1U2000658,Newton,13.07379015,-59.52677422
ME-1P1002510,Providence,13.06428873,-59.52703373
ME-1P1002823,Oistins,13.07106421,-59.5499453
ME-1Q2015285,Providence,13.07462162,-59.52728267
ME-1Q2015667,Newton,13.09068031,-59.54161439
ME-1Q2015567,Newton,13.08927338,-59.54195129
ME-1Q2012659,Providence,13.08549626,-59.50835265
ME-1Q2012612,Providence,13.09138051,-59.50494279
ME-1Q2015555,Newton,13.0909201,-59.54193063
ME-1Q2016115,Newton,13.07171035,-59.53142648
ME-1Q2009882,Providence,13.06543735,-59.52674663
ME-1Q2009886,Providence,13.06538321,-59.52749828
ME-1P1004565,Bath Village,13.06829845,-59.56902398
ME-1P1001853,Bath Village,13.06816007,-59.5695141
ME-1P1001675,Oistins,13.06687549,-59.56027475
ME-1P1001867,Bath Village,13.06903621,-59.57521049
ME-1P1005149,Oistins,13.05937346,-59.53686278
ME-1P1005095,Providence,13.05091938,-59.52102158
ME-1P1005248,Oistins,13.06152715,-59.53918412
ME-1P1005076,Oistins,13.06350937,-59.53528367
ME-1P1005071,Oistins,13.06232421,-59.53285495
ME-1P1005168,Oistins,13.06443426,-59.54426959
ME-1P1005042,Providence,13.05281126,-59.50924085
ME-1Q2011916,Newton,13.07229217,-59.53871493
ME-1P1003028,Providence,13.08573443,-59.51031216
ME-1P1003016,Providence,13.08517562,-59.50961337
ME-1P1003043,Providence,13.08569213,-59.51113127
ME-1P1002525,Newton,13.06367709,-59.53949891
ME-1Q2012805,Providence,13.08785625,-59.5104115
ME-1Q2012644,Providence,13.0866613,-59.50881999
ME-1Q2012557,Providence,13.08989856,-59.50500313
ME-1Q2012973,Providence,13.08519209,-59.509133
ME-1P1002509,Oistins,13.06340301,-59.5377413
ME-1P1003074,Oistins,13.06840997,-59.54594645
ME-1P1002871,Providence,13.06548282,-59.52704195
ME-1P1002895,Oistins,13.07203349,-59.54780311
ME-1Q2015955,Providence,13.06614483,-59.5253665
ME-1Q2015984,Newton,13.07819905,-59.55019012
ME-1Q2012637,Providence,13.08657037,-59.50831068
ME-1Q2012756,Providence,13.08727082,-59.5070911
ME-1Q2012839,Providence,13.0856457,-59.50921367
ME-1Q2015652,Newton,13.08998981,-59.5424387
ME-1Q2009887,Providence,13.06515112,-59.52792338
ME-1Q2009888,Providence,13.0652263,-59.52831008
ME-1Q2009889,Providence,13.06524747,-59.52848667
ME-1Q2009884,Providence,13.06496224,-59.52893131
ME-1Q2015987,Newton,13.07790593,-59.54190687
ME-1Q2015988,Newton,13.07678852,-59.54382734
ME-1Q2016160,Newton,13.0793716,-59.54039391
ME-1Q2015989,Newton,13.07792976,-59.54390978
ME-1Q2015977,Newton,13.07923389,-59.53931535
ME-1Q2015985,Newton,13.07961793,-59.53894264
ME-1Q2015975,Newton,13.08088643,-59.54074274
ME-1Q2015982,Newton,13.07499228,-59.54222532
ME-1Q2015983,Newton,13.08016495,-59.53867124
ME-1Q2015976,Newton,13.07940419,-59.54040192
ME-1Q2016159,Newton,13.07939197,-59.54036656
ME-1P1004360,Providence,13.07657491,-59.51929055
ME-1Q2005226,Newton,13.08466726,-59.53282882
ME-1P1005140,Providence,13.06386991,-59.50484534
ME-1P1004568,Oistins,13.07115871,-59.56464873
ME-1P1005072,Oistins,13.06321986,-59.53211136
ME-1P1005177,Providence,13.05450757,-59.51211325
ME-1P1005132,Providence,13.05302347,-59.51511421
ME-1P1005057,Oistins,13.06222965,-59.53799977
ME-1P1005157,Oistins,13.06538341,-59.54389789
ME-1Q2005318,Providence,13.05264215,-59.51699551
ME-1P1002327,Oistins,13.06311012,-59.5300566
ME-1P1002720,Providence,13.05417079,-59.52108178
ME-1P1002583,Oistins,13.05771822,-59.52794423
ME-1Q2015345,Providence,13.08661853,-59.50809683
ME-1U2000711,Newton,13.06522499,-59.53898256
ME-1Q2012959,Providence,13.08513268,-59.51133908
ME-1Q2014186,Oistins,13.07407519,-59.54764837
ME-1P1002531,Oistins,13.06342402,-59.53918965
ME-1P1002595,Providence,13.05645395,-59.52094797
ME-1Q2016038,Oistins,13.07172267,-59.54618628
ME-1Q2016047,Providence,13.07073009,-59.52401605
ME-1Q2012691,Providence,13.08674966,-59.51250267
ME-1Q2012649,Providence,13.0873977,-59.50665154
ME-1Q2012874,Providence,13.08553138,-59.51398324
ME-1Q2015971,Newton,13.07685836,-59.54708368
ME-1Q2016158,Newton,13.07915195,-59.54041615
ME-1Q2015986,Newton,13.07677368,-59.54778909
ME-1Q2015974,Newton,13.07866087,-59.5390357
ME-1Q2016161,Newton,13.07907468,-59.54088409
ME-1U2000712,Newton,13.06525707,-59.53898119
ME-1U2000680,Newton,13.06519291,-59.53898221
ME-1Q2015447,Newton,13.08430172,-59.5316269
ME-1Q2012735,Providence,13.08573717,-59.51445227
ME-1Q2012734,Providence,13.08575488,-59.51456777
ME-1Q2012737,Providence,13.08578753,-59.51465936
ME-1Q2012740,Providence,13.08578258,-59.51497296
ME-1Q2012738,Providence,13.08581059,-59.51515901
ME-1P1005003,Providence,13.05081029,-59.51600746
ME-1P1005244,Newton,13.06384205,-59.54018221
ME-1P1005119,Newton,13.06415186,-59.53930024
ME-1P1005242,Newton,13.06374264,-59.54020438
ME-1P1005231,Oistins,13.05500438,-59.53101363
ME-1P1005200,Oistins,13.06851715,-59.55745747
ME-1P1005052,Oistins,13.06352603,-59.53912188
ME-1P1005130,Providence,13.05159668,-59.51593142
ME-1P1005171,Oistins,13.06644444,-59.54824744
ME-1P1005151,Oistins,13.06543261,-59.54238607
ME-1P1005075,Oistins,13.0640643,-59.53671035
ME-1P1005085,Providence,13.05477777,-59.50954151
ME-1P1005154,Oistins,13.06483782,-59.54514195
ME-1P1005118,Providence,13.05050615,-59.5232994
ME-1P1005045,Providence,13.06170434,-59.51707334
ME-1P1005137,Oistins,13.06207831,-59.53832311
ME-1P1005126,Providence,13.05306826,-59.52066435
ME-1P1004986,Providence,13.05407267,-59.51051062
ME-1P1005179,Bath Village,13.06748047,-59.56616479
ME-1P1004866,Providence,13.05514895,-59.50982581
ME-1P1002689,Providence,13.05584409,-59.52057039
ME-1P1002722,Providence,13.05636863,-59.52077484
ME-1P1003075,Oistins,13.06872463,-59.54681631
ME-1P1002796,Providence,13.09200586,-59.50367511
ME-1P1002261,Newton,13.0645789,-59.53801491
ME-1P1002536,Oistins,13.06203531,-59.53270856
ME-1P1002934,Oistins,13.06975293,-59.54483366
ME-1P1002892,Oistins,13.0699776,-59.54512035
ME-1Q2016107,Bath Village,13.07746538,-59.55649989
ME-1Q2012695,Providence,13.08700685,-59.51176226
ME-1Q2012682,Providence,13.08693471,-59.51226239
ME-1Q2012656,Providence,13.08743657,-59.50587882
ME-1Q2012739,Providence,13.0846119,-59.51433674
ME-1Q2012741,Providence,13.08627352,-59.51238209
ME-1Q2012714,Providence,13.0862886,-59.51228296
ME-1Q2012736,Providence,13.08595028,-59.51500187
ME-1Q2003632,Providence,13.0712452,-59.52136842
ME-1P1000596,Providence,13.07371792,-59.51563134
ME-1P1000643,Providence,13.07351452,-59.51455015
ME-1P1000426,Providence,13.07627309,-59.5195161
ME-1P1001994,Bath Village,13.07037483,-59.57418434
ME-1P1004988,Providence,13.05421303,-59.50929936
ME-1P1005086,Providence,13.05242734,-59.51005327
ME-1P1005005,Providence,13.05087155,-59.51566176
ME-1P1005239,Newton,13.06379586,-59.53956162
ME-1P1005212,Providence,13.06489099,-59.52653817
ME-1P1005255,Providence,13.06013796,-59.51766736
ME-1P1005180,Bath Village,13.07028891,-59.5720973
ME-1P1005256,Providence,13.0605642,-59.51596321
ME-1P1005120,Newton,13.06445169,-59.53984771
ME-1P1005247,Oistins,13.06404443,-59.53801199
ME-1P1005232,Oistins,13.05497629,-59.53079102
ME-1P1005240,Newton,13.06298942,-59.53966688
ME-1P1001789,Oistins,13.06922701,-59.55894917
ME-1P1004567,Bath Village,13.06705217,-59.56504002
ME-1P1005050,Newton,13.06370067,-59.53957407
ME-1P1005127,Providence,13.05447727,-59.50944709
ME-1P1005059,Newton,13.0646624,-59.53927639
ME-1P1005047,Oistins,13.06119352,-59.53888583
ME-1P1005065,Providence,13.053481,-59.50891546
ME-1P1005156,Oistins,13.06567718,-59.54399344
ME-1P1005133,Providence,13.0537872,-59.51489903
ME-1P1005145,Providence,13.06473771,-59.50909356
ME-1P1005184,Bath Village,13.06997944,-59.57297254
ME-1P1005090,Providence,13.05104842,-59.51808115
ME-1P1004867,Providence,13.05616328,-59.51085905
ME-1P1005266,Providence,13.05399981,-59.51317899
ME-1P1002599,Providence,13.05178847,-59.51260454
ME-1U2000599,Newton,13.07949063,-59.53689502
ME-1U2000461,Bath Village,13.06884821,-59.56876079
ME-1U2000600,Newton,13.07930636,-59.53428052
ME-1Q2012957,Providence,13.08545989,-59.51262035
ME-1Q2015452,Providence,13.06517231,-59.5046448
ME-1Q2012802,Providence,13.08763036,-59.50856761
ME-1Q2012692,Providence,13.08665587,-59.51227209
ME-1Q2012770,Providence,13.08777588,-59.50948192
ME-1Q2012983,Newton,13.09034074,-59.54116182
ME-1P1002528,Newton,13.06466396,-59.53981088
ME-1P1002750,Oistins,13.0580521,-59.52833236
ME-1P1002687,Providence,13.0561015,-59.52024711
ME-1P1002587,Providence,13.05880516,-59.51650717
ME-1P1002491,Providence,13.05594236,-59.52004925
ME-1P1002721,Providence,13.05397988,-59.52113133
ME-1Q2012886,Providence,13.08482487,-59.51451805
ME-1Q2015263,Providence,13.07465695,-59.52726326
ME-1Q2015942,Providence,13.06821864,-59.51572045
ME-1Q2016049,Providence,13.0701228,-59.52510566
ME-1P1001916,Bath Village,13.07002042,-59.57525584
ME-1P1001866,Bath Village,13.06952824,-59.57524476
ME-1P1001999,Providence,13.05384974,-59.51987822
ME-1P1001869,Bath Village,13.06994296,-59.5752122
ME-1P1001898,Bath Village,13.06921672,-59.57437405
ME-1P1005116,Providence,13.05382826,-59.51033408
ME-1P1005117,Providence,13.05463055,-59.51407127
ME-1P1005265,Providence,13.05545502,-59.51127921
ME-1P1001788,Oistins,13.06847735,-59.55910199
ME-1P1001914,Bath Village,13.07001416,-59.57540611
ME-1P1004987,Providence,13.05408022,-59.50952673
ME-1Q2012885,Providence,13.08731107,-59.50899989
ME-1Q2015545,Newton,13.08927332,-59.5402104
ME-1U2000664,Newton,13.07392156,-59.52706515
ME-1Q2012721,Providence,13.0860357,-59.51234301
ME-1Q2012697,Providence,13.08673701,-59.51193977
ME-1Q2012754,Providence,13.08733018,-59.50702874
ME-1Q2014185,Bath Village,13.06842396,-59.5683481
ME-1Q2016031,Providence,13.06816063,-59.51952142
ME-1U2000626,Providence,13.05352284,-59.51799909
ME-1P1002746,Providence,13.05824229,-59.52340255
ME-1P1002737,Providence,13.05065139,-59.51794917
ME-1P1002718,Providence,13.05657317,-59.51989071
ME-1P1002486,Providence,13.05418416,-59.52245073
ME-1Q2008996,Oistins,13.07029002,-59.54592131
ME-1Q2015449,Newton,13.08427252,-59.53166855
ME-1P1004566,Bath Village,13.07008225,-59.57264356
ME-1P1005260,Providence,13.05248979,-59.51605693
ME-1P1005194,Oistins,13.06900747,-59.56160885
ME-1P1005060,Newton,13.06426512,-59.53863096
ME-1P1001822,Providence,13.04920409,-59.52179619
ME-1P1004992,Providence,13.06471579,-59.51037529
ME-1Q2012879,Providence,13.08547195,-59.51437842
ME-1Q2012836,Providence,13.0843129,-59.5081935
ME-1Q2012967,Providence,13.0861997,-59.51088859
ME-1Q2012890,Providence,13.08483852,-59.51474849
ME-1Q2011000,Newton,13.07859389,-59.54797343
ME-1Q2012915,Providence,13.08458865,-59.51297423
ME-1Q2012898,Providence,13.08481641,-59.51395486
ME-1Q2015608,Newton,13.08884714,-59.54234222
ME-1Q2015304,Newton,13.06774652,-59.52912788
ME-1Q2012955,Providence,13.08562187,-59.51266784
ME-1Q2015542,Newton,13.08928376,-59.54000078
ME-1Q2012630,Providence,13.08586018,-59.51241508
ME-1U2000674,Newton,13.07414511,-59.52745883
ME-1Q2012556,Providence,13.08985441,-59.50499595
ME-1Q2012554,Providence,13.08985451,-59.50504942
ME-1P1005106,Oistins,13.06486549,-59.54257781
ME-1P1005135,Oistins,13.06374989,-59.53745424
ME-1P1005051,Oistins,13.06368872,-59.53898903
ME-1P1004989,Providence,13.05421224,-59.50959426
ME-1P1001823,Providence,13.05033773,-59.52167119
ME-1P1005186,Bath Village,13.06962332,-59.57349433
ME-1P1005081,Oistins,13.06268288,-59.53165295
ME-1P1005121,Providence,13.05083933,-59.52318184
ME-1P1005138,Providence,13.05952648,-59.51059117
ME-1P1005236,Oistins,13.05515845,-59.5302167
ME-1P1005246,Oistins,13.06158065,-59.53917182
ME-1P1005173,Oistins,13.06594377,-59.54684808
ME-1P1005213,Providence,13.06448027,-59.52642639
ME-1P1005238,Newton,13.06346466,-59.53968802
ME-1Q2015639,Newton,13.08679156,-59.54731103
ME-1Q2015660,Newton,13.08466371,-59.53218705
ME-1Q2012974,Providence,13.08620594,-59.51085121
ME-1Q2015553,Newton,13.08956225,-59.54036331
ME-1Q2012634,Providence,13.08645214,-59.50854083
ME-1Q2012700,Providence,13.08697149,-59.50988016
ME-1Q2016055,Providence,13.06968748,-59.52662097
ME-1Q2016074,Newton,13.06667885,-59.53593008
ME-1P1004139,Oistins,13.06809059,-59.56428317
ME-1P1005181,Bath Village,13.06767297,-59.56523101
ME-1P1005087,Providence,13.0537757,-59.51020605
ME-1P1001677,Oistins,13.06738945,-59.5576756
ME-1P1001915,Bath Village,13.06991694,-59.575396
ME-1P1005054,Oistins,13.06201805,-59.53834675
