Badge,Feeder,Latitude,Longitude
ME-1P1000779,Newton,13.07395828,-59.54194398
ME-1P1000863,Oistins,13.07385035,-59.55297839
ME-1P1000573,Bath Village,13.07387771,-59.55850447
ME-1Q2005384,Bath Village,13.07404604,-59.55825535
ME-1P1001088,Newton,13.07392067,-59.54428371
ME-1P1000700,Oistins,13.07403247,-59.55473327
ME-1P1001439,Bath Village,13.07376533,-59.5548992
ME-1Q2004788,Bath Village,13.07386989,-59.55561661
ME-1Q2004692,Bath Village,13.07387372,-59.55574151
ME-1P1001529,Oistins,13.07405519,-59.55484163
ME-1Q2005377,Bath Village,13.07387077,-59.55782084
ME-1P1001527,Oistins,13.07400387,-59.55459699
ME-1P1001357,Oistins,13.0739419,-59.55221676
ME-1Q2005441,Bath Village,13.07457524,-59.55795782
ME-1P1000575,Bath Village,13.07462991,-59.56267023
ME-1P1000354,Oistins,13.07452667,-59.54918751
ME-1P1000453,Providence,13.0746444,-59.51480302
ME-1Q2004953,Bath Village,13.07458569,-59.56061045
ME-1P1000737,Newton,13.07477267,-59.54338315
ME-1P1001461,Providence,13.07437083,-59.52197037
ME-1P1001504,Newton,13.07445866,-59.54399439
ME-1P1001210,Providence,13.07448092,-59.5152477
ME-1Q2005378,Bath Village,13.07466008,-59.55774085
ME-1P1001503,Newton,13.07449093,-59.54401499
ME-1P1001679,Newton,13.07452787,-59.5439952
ME-1P1000577,Bath Village,13.07470649,-59.56228377
ME-1P1001505,Newton,13.07455522,-59.54396664
ME-1Q2004710,Bath Village,13.07544675,-59.55840495
ME-1P1000576,Bath Village,13.0755111,-59.56166244
ME-1Q2004981,Bath Village,13.07547796,-59.56154803
ME-1Q2004066,Bath Village,13.07545715,-59.56124816
ME-1P1000841,Newton,13.07545797,-59.54644528
ME-1Q2004914,Bath Village,13.07590145,-59.56028585
ME-1Q2006694,Newton,13.0755348,-59.54687154
ME-1Q2006695,Newton,13.0755628,-59.54631625
ME-1Q2004069,Bath Village,13.07545806,-59.5611324
ME-1Q2004643,Bath Village,13.07549488,-59.55859383
ME-1P1001663,Bath Village,13.07558954,-59.55723634
ME-1P1001639,Bath Village,13.07567534,-59.55891051
ME-1P1001326,Newton,13.07534005,-59.54523255
ME-1P1001437,Providence,13.07643412,-59.51083979
ME-1P1001818,Bath Village,13.07643457,-59.55835177
ME-1Q2004854,Bath Village,13.07640264,-59.55943737
ME-1Q2006791,Newton,13.07640961,-59.54095192
ME-1Q2006670,Newton,13.07643771,-59.54324188
ME-1Q2004783,Bath Village,13.0765286,-59.556601
ME-1Q2004772,Bath Village,13.07646419,-59.55601163
ME-1Q2004792,Bath Village,13.07639189,-59.55432569
ME-1Q2004591,Bath Village,13.07641237,-59.55515527
ME-1Q2004775,Bath Village,13.0765114,-59.55614449
ME-1Q2004876,Bath Village,13.07645998,-59.5615788
ME-1P1001611,Bath Village,13.07651371,-59.55897945
ME-1P1000856,Newton,13.07641376,-59.54297301
ME-1Q2006713,Newton,13.07719264,-59.54443851
ME-1Q2005028,Bath Village,13.07727529,-59.55797892
ME-1Q2005026,Bath Village,13.07730659,-59.55796564
ME-1Q2006649,Newton,13.07713739,-59.54459753
ME-1Q2005997,Bath Village,13.07718032,-59.56543765
ME-1Q2004832,Bath Village,13.07705546,-59.55562777
ME-1Q2006738,Newton,13.07714242,-59.54223482
ME-1Q2006828,Newton,13.07714977,-59.54018604
ME-1Q2006686,Newton,13.07719879,-59.54275751
ME-1Q2006445,Newton,13.07715753,-59.54463621
ME-1P1000923,Newton,13.07716897,-59.54222615
ME-1Q2004718,Bath Village,13.07709968,-59.55532781
ME-1Q2006831,Newton,13.07716371,-59.54042691
ME-1P1000435,Bath Village,13.077219,-59.55424927
ME-1Q2006833,Newton,13.07716593,-59.54046247
ME-1Q2006447,Newton,13.07788607,-59.54434447
ME-1Q2005977,Bath Village,13.07771426,-59.56449908
ME-1Q2006522,Newton,13.0776945,-59.54910227
ME-1Q2006525,Newton,13.07768698,-59.54906219
ME-1P1000892,Bath Village,13.07762335,-59.56430947
ME-1Q2006514,Newton,13.07772228,-59.54909241
ME-1Q2006753,Newton,13.07773083,-59.54371357
ME-1Q2006774,Newton,13.07769858,-59.54479081
ME-1Q2006936,Newton,13.07770147,-59.54986304
ME-1Q2006517,Newton,13.07771598,-59.54906275
ME-1Q2006785,Newton,13.07770821,-59.54501581
ME-1Q2006766,Newton,13.07771164,-59.54582112
ME-1Q2006926,Newton,13.07780094,-59.54616163
ME-1Q2006661,Newton,13.07771942,-59.54440256
ME-1P1000814,Providence,13.07846736,-59.51437453
ME-1Q2007049,Newton,13.07851444,-59.54180844
ME-1Q2006633,Newton,13.07848209,-59.54883921
ME-1Q2006586,Newton,13.0784762,-59.54658196
ME-1Q2005805,Bath Village,13.07845959,-59.56465464
ME-1Q2006076,Newton,13.07837555,-59.54757744
ME-1Q2006077,Newton,13.07837976,-59.54732143
ME-1Q2007052,Newton,13.07849802,-59.54233001
ME-1P1000593,Providence,13.0784826,-59.5129356
ME-1Q2006632,Newton,13.07851105,-59.54884521
ME-1Q2006873,Newton,13.07851679,-59.54033066
ME-1Q2006630,Newton,13.07851894,-59.55007477
ME-1Q2005439,Bath Village,13.07848849,-59.55553969
ME-1Q2007034,Newton,13.07852518,-59.54247973
ME-1Q2007044,Newton,13.07855828,-59.54202426
ME-1Q2007425,Newton,13.07938832,-59.53914205
ME-1Q2006860,Newton,13.07933548,-59.54213103
ME-1Q2007176,Newton,13.07952154,-59.53946916
ME-1Q2007386,Newton,13.07940974,-59.53931675
ME-1Q2007389,Newton,13.07949975,-59.53939899
ME-1Q2006844,Newton,13.07947206,-59.54193259
ME-1Q2006857,Newton,13.07941409,-59.54016619
ME-1Q2006840,Newton,13.07940753,-59.54012891
ME-1Q2007076,Newton,13.07942802,-59.54241971
ME-1Q2004925,Newton,13.07943173,-59.54158785
ME-1Q2007387,Newton,13.07943601,-59.53931374
ME-1Q2007373,Newton,13.08013632,-59.53888703
ME-1Q2007244,Newton,13.08011208,-59.5424021
ME-1Q2007316,Newton,13.08014157,-59.54184888
ME-1Q2007266,Newton,13.08018054,-59.54071366
ME-1Q2007239,Newton,13.08011956,-59.54044
ME-1Q2007269,Newton,13.08020427,-59.54059109
ME-1Q2007461,Newton,13.08015713,-59.54053799
ME-1Q2007358,Newton,13.08019705,-59.54087103
ME-1Q2003922,Providence,13.08085956,-59.5023721
ME-1Q2001413,Newton,13.080986,-59.539933
ME-1Q2003992,Providence,13.08089812,-59.50221817
ME-1Q2003925,Providence,13.08083441,-59.50271801
ME-1Q2003963,Providence,13.0809331,-59.49909181
ME-1Q2003913,Providence,13.08093985,-59.49916595
ME-1Q2003966,Providence,13.0810046,-59.49849461
ME-1Q2003932,Providence,13.08099916,-59.49972385
ME-1Q2004923,Providence,13.08100664,-59.49758461
ME-1Q2002394,Providence,13.081964,-59.50348299
ME-1Q2003783,Newton,13.08196999,-59.54160299
ME-1Q2001837,Providence,13.08306014,-59.50095701
ME-1Q2004655,Providence,13.08504197,-59.50371039
ME-1Q2004115,Providence,13.08579976,-59.50073426
ME-1Q2004398,Providence,13.08509339,-59.50363385
ME-1Q2004481,Providence,13.08508957,-59.49937996
ME-1Q2004400,Providence,13.08510228,-59.50322347
ME-1Q2004502,Providence,13.08637902,-59.50572957
ME-1Q2004686,Providence,13.08632905,-59.5007802
ME-1Q2002259,Providence,13.08632455,-59.50295247
ME-1Q2004682,Providence,13.08633907,-59.50068227
ME-1Q2004574,Providence,13.08640838,-59.50557761
ME-1Q2004688,Providence,13.08634782,-59.5009633
ME-1Q2004508,Providence,13.08633543,-59.50629304
ME-1Q2005117,Providence,13.08644821,-59.50305529
ME-1Q2004703,Providence,13.08633948,-59.5011344
ME-1Q2004505,Providence,13.08639886,-59.50586578
ME-1Q2005105,Providence,13.08638412,-59.50217506
ME-1Q2005115,Providence,13.0863438,-59.50287648
ME-1Q2004618,Providence,13.08754611,-59.50249067
ME-1Q2004615,Providence,13.08767252,-59.50271885
ME-1Q2004620,Providence,13.08758578,-59.50229342
ME-1Q2004621,Providence,13.08759168,-59.50220275
ME-1Q2004619,Providence,13.08757159,-59.502401
ME-1Q2004632,Providence,13.08766644,-59.50201155
ME-1Q2004616,Providence,13.08768789,-59.50260244
ME-1Q2004422,Providence,13.08764469,-59.50153379
ME-1Q2003981,Providence,13.08763987,-59.5010263
ME-1Q2004386,Providence,13.08759532,-59.50253237
ME-1Q2004387,Providence,13.08770462,-59.50252094
ME-1Q2008188,Newton,13.07337417,-59.54079599
ME-1Q2003770,Providence,13.07350518,-59.51597657
ME-1Q2007948,Newton,13.07343897,-59.54311516
ME-1U2000171,Newton,13.073454,-59.52648136
ME-1Q2005796,Newton,13.07342819,-59.54473759
ME-1P1001272,Newton,13.0733525,-59.54499717
ME-1U2000169,Newton,13.07342135,-59.52651908
ME-1Q2006462,Bath Village,13.07345813,-59.56152351
ME-1Q2006106,Oistins,13.07340446,-59.56016539
ME-1P1000830,Newton,13.07343498,-59.54334416
ME-1P1000222,Oistins,13.07341231,-59.547098
ME-1Q2005135,Oistins,13.07312986,-59.55877047
ME-1Q2008029,Oistins,13.0733353,-59.54940535
ME-1U2000158,Newton,13.07342135,-59.5264794
ME-1Q2005138,Oistins,13.07329792,-59.56043885
ME-1Q2003720,Newton,13.07340307,-59.54093754
ME-1P1001092,Newton,13.07419193,-59.54384745
ME-1P1000699,Oistins,13.07404861,-59.55480396
ME-1P1000701,Oistins,13.07404024,-59.55476897
ME-1P1000424,Bath Village,13.07381863,-59.55893868
ME-1P1000298,Newton,13.07394712,-59.54035925
ME-1Q2003792,Providence,13.0738485,-59.52219551
ME-1Q2005347,Bath Village,13.07400809,-59.55897936
ME-1P1001346,Newton,13.07395197,-59.54264245
ME-1P1001440,Bath Village,13.07389628,-59.55493768
ME-1Q2004693,Bath Village,13.07388915,-59.55582798
ME-1P1001061,Providence,13.07385982,-59.51541008
ME-1Q2004707,Bath Village,13.07386858,-59.55570264
ME-1P1000698,Oistins,13.07402478,-59.5546936
ME-1P1000423,Bath Village,13.07392682,-59.55932188
ME-1P1001528,Oistins,13.07402034,-59.55465979
ME-1Q2008300,Bath Village,13.07467452,-59.56230612
ME-1P1001681,Newton,13.07463805,-59.54390215
ME-1P1000436,Bath Village,13.07470231,-59.55872617
ME-1P1001502,Newton,13.07460568,-59.54393576
ME-1P1000736,Newton,13.07478898,-59.54336129
ME-1Q2008519,Bath Village,13.07472066,-59.56098549
ME-1Q2004612,Bath Village,13.07479393,-59.55686753
ME-1Q2005140,Bath Village,13.0746967,-59.55711773
ME-1P1000791,Oistins,13.07473136,-59.55130966
ME-1P1000822,Newton,13.07481751,-59.54361882
ME-1Q2005395,Bath Village,13.07466721,-59.55972286
ME-1P1000824,Newton,13.07490226,-59.54356238
ME-1P1001254,Providence,13.07468298,-59.51804783
ME-1Q2005436,Bath Village,13.07475712,-59.55787389
ME-1Q2005364,Bath Village,13.07476675,-59.55896653
ME-1P1001327,Newton,13.07557272,-59.54517301
ME-1P1000277,Oistins,13.07554332,-59.54886125
ME-1P1001329,Newton,13.07535417,-59.54516433
ME-1P1001328,Newton,13.07537505,-59.54514198
ME-1P1001647,Bath Village,13.07558872,-59.55889517
ME-1P1001045,Newton,13.07546763,-59.54446128
ME-1P1001043,Newton,13.07543398,-59.54447372
ME-1P1001042,Newton,13.07548478,-59.54441708
ME-1P1001226,Newton,13.07530847,-59.54519225
ME-1P1000276,Oistins,13.07557076,-59.54843672
ME-1P1001340,Newton,13.07552871,-59.54445669
ME-1P1001227,Newton,13.07532262,-59.5451472
ME-1P1000312,Oistins,13.07564396,-59.55055809
ME-1Q2006210,Providence,13.07562705,-59.51574645
ME-1Q2001471,Newton,13.07559221,-59.52914082
ME-1Q2004793,Bath Village,13.07637108,-59.55428125
ME-1Q2004880,Bath Village,13.07657562,-59.56066656
ME-1Q2006981,Newton,13.0764666,-59.54147563
ME-1Q2005052,Bath Village,13.07636883,-59.55939844
ME-1Q2006672,Newton,13.07648811,-59.54346791
ME-1Q2006794,Newton,13.0764392,-59.5411206
ME-1Q2006789,Newton,13.07646561,-59.54048693
ME-1Q2006683,Newton,13.07655109,-59.54045732
ME-1Q2004881,Bath Village,13.07648557,-59.5604137
ME-1Q2010084,Bath Village,13.07647237,-59.55576343
ME-1Q2004874,Bath Village,13.07662529,-59.56152178
ME-1Q2006792,Newton,13.07648839,-59.54093445
ME-1Q2006793,Newton,13.07645623,-59.54093737
ME-1Q2006657,Newton,13.07651403,-59.5424984
ME-1Q2006796,Newton,13.07651514,-59.54110962
ME-1Q2006744,Newton,13.0771671,-59.54188563
ME-1Q2006000,Bath Village,13.07714774,-59.56517507
ME-1Q2005022,Bath Village,13.07715383,-59.55659624
ME-1Q2006521,Newton,13.07724494,-59.54754204
ME-1P1001395,Newton,13.07717892,-59.54717891
ME-1Q2006908,Newton,13.07718187,-59.54144704
ME-1Q2006708,Newton,13.07714914,-59.54533465
ME-1Q2006461,Newton,13.07732566,-59.54751677
ME-1Q2006013,Bath Village,13.07721614,-59.56464643
ME-1Q2008373,Bath Village,13.07727131,-59.56482409
ME-1Q2007120,Newton,13.07720312,-59.54102361
ME-1Q2006830,Newton,13.07720496,-59.54045878
ME-1Q2004973,Bath Village,13.07714029,-59.56047049
ME-1Q2004971,Bath Village,13.07714052,-59.56051349
ME-1Q2005053,Bath Village,13.07720872,-59.55986771
ME-1Q2005946,Newton,13.07771982,-59.54748035
ME-1Q2007133,Newton,13.07791252,-59.54109089
ME-1Q2006518,Newton,13.07772792,-59.54795867
ME-1Q2006751,Newton,13.07765597,-59.54362347
ME-1Q2004731,Bath Village,13.07770568,-59.55643106
ME-1Q2006970,Newton,13.07773073,-59.54009401
ME-1Q2005049,Bath Village,13.07774683,-59.55645497
ME-1Q2006928,Newton,13.07773192,-59.54665859
ME-1Q2007130,Newton,13.07790587,-59.54120638
ME-1Q2005975,Bath Village,13.07760795,-59.56426429
ME-1Q2005030,Bath Village,13.07779482,-59.55769406
ME-1Q2006074,Newton,13.077743,-59.54746352
ME-1Q2006941,Newton,13.07776958,-59.54572822
ME-1Q2006007,Bath Village,13.07773394,-59.56484583
ME-1Q2005948,Newton,13.07779308,-59.54743394
ME-1Q2007037,Newton,13.07852445,-59.54252438
ME-1Q2005438,Bath Village,13.07849936,-59.55566641
ME-1Q2006604,Newton,13.07853562,-59.54697225
ME-1Q2006870,Newton,13.07849106,-59.54042779
ME-1Q2006813,Newton,13.07854751,-59.54010593
ME-1Q2006911,Newton,13.07853898,-59.54684218
ME-1Q2007062,Newton,13.07854219,-59.54061061
ME-1Q2007096,Newton,13.07854552,-59.54265373
ME-1P1000514,Bath Village,13.07855052,-59.56141172
ME-1Q2005992,Bath Village,13.07857837,-59.56495463
ME-1Q2006935,Newton,13.07855292,-59.54809889
ME-1Q2007036,Newton,13.07867908,-59.54248814
ME-1Q2005719,Bath Village,13.07938209,-59.56074836
ME-1Q2006488,Newton,13.07937347,-59.54876132
ME-1Q2005718,Bath Village,13.07939425,-59.56078261
ME-1Q2006858,Newton,13.07949224,-59.5420576
ME-1Q2005817,Bath Village,13.07941817,-59.56020511
ME-1Q2007125,Newton,13.07943439,-59.54258128
ME-1Q2007075,Newton,13.07946548,-59.54257208
ME-1Q2006841,Newton,13.07950035,-59.542084
ME-1Q2006554,Newton,13.07948201,-59.55023173
ME-1Q2006859,Newton,13.07948391,-59.54202853
ME-1Q2006856,Newton,13.0794898,-59.54039862
ME-1Q2007301,Newton,13.07951876,-59.53971587
ME-1Q2006484,Newton,13.07948995,-59.54852721
ME-1Q2007267,Newton,13.08016337,-59.54056908
ME-1Q2007249,Newton,13.08016591,-59.54220852
ME-1Q2007222,Newton,13.08018584,-59.54236511
ME-1Q2007355,Newton,13.08012085,-59.54125411
ME-1Q2007459,Newton,13.08017178,-59.54059725
ME-1Q2007109,Newton,13.08013752,-59.54139742
ME-1Q2007108,Newton,13.08016904,-59.54148159
ME-1Q2007106,Newton,13.08018362,-59.54168
ME-1Q2007514,Newton,13.08102672,-59.54091551
ME-1Q2003915,Providence,13.08097998,-59.49937053
ME-1Q2003938,Providence,13.08103213,-59.49854187
ME-1Q2004916,Providence,13.08103039,-59.49722535
ME-1Q2003941,Providence,13.08103673,-59.49849473
ME-1Q2007516,Newton,13.08108874,-59.54047898
ME-1Q2003912,Providence,13.08102694,-59.50004532
ME-1Q2004529,Providence,13.0867685,-59.50036138
ME-1Q2004480,Providence,13.08513937,-59.4991116
ME-1Q2004667,Providence,13.0851296,-59.50354838
ME-1Q2001462,Providence,13.08514035,-59.51037648
ME-1Q2004750,Providence,13.08512623,-59.49948091
ME-1Q2004666,Providence,13.08517049,-59.50347173
ME-1Q2003960,Providence,13.0857166,-59.49913614
ME-1Q2004541,Providence,13.0925933,-59.50244171
ME-1Q2004478,Providence,13.08522424,-59.49911183
ME-1Q2006564,Providence,13.08519399,-59.51449999
ME-1Q2004538,Providence,13.09235915,-59.50257621
ME-1Q2004334,Providence,13.08636077,-59.50419569
ME-1Q2004504,Providence,13.08640227,-59.50597859
ME-1Q2004568,Providence,13.08640512,-59.50466425
ME-1Q2004336,Providence,13.08637728,-59.50430516
ME-1Q2004569,Providence,13.08641238,-59.50451634
ME-1Q2004560,Providence,13.08636996,-59.50403033
ME-1Q2004567,Providence,13.08642337,-59.50474683
ME-1Q2004694,Providence,13.08640075,-59.50043659
ME-1Q2004388,Providence,13.08773614,-59.50242876
ME-1Q2004389,Providence,13.08773614,-59.50231616
ME-1Q2004011,Providence,13.0876271,-59.50112383
ME-1Q2004012,Providence,13.0876175,-59.50122804
ME-1Q2004763,Providence,13.08762466,-59.50084446
ME-1Q2004757,Providence,13.08761408,-59.50073137
ME-1Q2004425,Providence,13.08760578,-59.5013267
ME-1Q2003858,Newton,13.07343361,-59.54103977
ME-1Q2003859,Newton,13.07346196,-59.54107371
ME-1Q2006032,Oistins,13.07336629,-59.55509813
ME-1U2000172,Newton,13.07339223,-59.52651706
ME-1U2000160,Newton,13.07345395,-59.52651803
ME-1Q2007845,Oistins,13.07338403,-59.55087724
ME-1P1001562,Oistins,13.07331585,-59.56021373
ME-1Q2007497,Oistins,13.07339416,-59.54960352
ME-1Q2008019,Oistins,13.07340655,-59.54972328
ME-1Q2005430,Bath Village,13.07337144,-59.55655088
ME-1Q2007495,Oistins,13.07343006,-59.54982873
ME-1P1000832,Newton,13.0733238,-59.54349731
ME-1P1001262,Newton,13.07339442,-59.53925257
ME-1P1001354,Oistins,13.07355044,-59.55176583
ME-1Q2004867,Bath Village,13.07397012,-59.55614525
ME-1Q2007486,Newton,13.07413081,-59.54301937
ME-1Q2007487,Newton,13.07411378,-59.54304327
ME-1Q2007488,Newton,13.0741254,-59.54295559
ME-1Q2007926,Newton,13.07427581,-59.54212564
ME-1Q2007928,Newton,13.07398596,-59.54230921
ME-1Q2003743,Providence,13.07397903,-59.51826822
ME-1Q2005359,Bath Village,13.07395002,-59.5600493
ME-1P1001356,Oistins,13.07390867,-59.55190593
ME-1Q2005433,Bath Village,13.07393794,-59.55652485
ME-1P1000262,Newton,13.07399405,-59.53965149
ME-1P1000823,Newton,13.07498817,-59.54343567
ME-1P1001355,Oistins,13.07455563,-59.55181658
ME-1P1000820,Newton,13.07494682,-59.54350663
ME-1Q2005365,Bath Village,13.07486283,-59.55900821
ME-1Q2005363,Bath Village,13.0746954,-59.55925651
ME-1Q2001417,Newton,13.07473704,-59.53651081
ME-1P1001640,Bath Village,13.07463451,-59.55823632
ME-1Q2005440,Bath Village,13.07468378,-59.55834473
ME-1P1000403,Providence,13.07476076,-59.51652722
ME-1P1000323,Oistins,13.0747703,-59.55048465
ME-1Q2004899,Bath Village,13.07463517,-59.55883047
ME-1P1001554,Bath Village,13.07480709,-59.56206485
ME-1P1000600,Bath Village,13.07562858,-59.55865067
ME-1P1001662,Bath Village,13.07551769,-59.55764401
ME-1Q2004979,Bath Village,13.07557743,-59.56147286
ME-1P1000793,Oistins,13.0755988,-59.55325765
ME-1Q2003817,Bath Village,13.07560649,-59.56170286
ME-1Q2004915,Bath Village,13.07585024,-59.56035935
ME-1P1001300,Providence,13.0756413,-59.5221752
ME-1P1001664,Bath Village,13.07568493,-59.55754903
ME-1Q2004712,Bath Village,13.07566303,-59.55833271
ME-1Q2006703,Newton,13.07567229,-59.54690265
ME-1Q2006811,Newton,13.07562255,-59.53943465
ME-1P1000218,Providence,13.07568509,-59.52061171
ME-1Q2006823,Newton,13.07566149,-59.53970135
ME-1Q2006704,Newton,13.07564232,-59.54624552
ME-1Q2006790,Newton,13.07651739,-59.54093009
ME-1P1000896,Bath Village,13.0766205,-59.55915646
ME-1Q2004870,Bath Village,13.07654611,-59.56202439
ME-1P1000691,Bath Village,13.07642558,-59.56079926
ME-1Q2001480,Providence,13.07659494,-59.51969992
ME-1P1001331,Providence,13.07663169,-59.5109072
ME-1P1000690,Bath Village,13.07647309,-59.56103233
ME-1P1001581,Newton,13.07654405,-59.54706656
ME-1P1001116,Providence,13.07650988,-59.52031569
ME-1Q2004838,Bath Village,13.07651071,-59.55463088
ME-1P1001599,Bath Village,13.07652831,-59.56114111
ME-1Q2004773,Bath Village,13.07663574,-59.55554456
ME-1Q2004749,Bath Village,13.0765592,-59.55828662
ME-1Q2006654,Newton,13.07656367,-59.54294013
ME-1P1001598,Bath Village,13.07683489,-59.56158869
ME-1P1000586,Newton,13.07721138,-59.54607371
ME-1Q2006689,Newton,13.07721254,-59.54290103
ME-1Q2006739,Newton,13.07725396,-59.54238188
ME-1Q2007127,Newton,13.07722549,-59.54064791
ME-1Q2006832,Newton,13.07722675,-59.54044902
ME-1Q2005530,Bath Village,13.0773122,-59.56318643
ME-1Q2005929,Bath Village,13.07733266,-59.55794049
ME-1Q2004833,Bath Village,13.07718729,-59.55559918
ME-1Q2006975,Newton,13.07722058,-59.54631365
ME-1Q2006976,Newton,13.07724494,-59.54628548
ME-1Q2005886,Bath Village,13.07722086,-59.56426139
ME-1Q2007129,Newton,13.07725213,-59.54070153
ME-1Q2004817,Bath Village,13.07728464,-59.55603431
ME-1Q2007151,Newton,13.0773033,-59.54098621
ME-1Q2007131,Newton,13.07795545,-59.54144515
ME-1Q2007132,Newton,13.07775017,-59.54117117
ME-1Q2007134,Newton,13.0780447,-59.54184965
ME-1Q2007135,Newton,13.07797604,-59.54153925
ME-1Q2007136,Newton,13.07782765,-59.54179988
ME-1Q2007137,Newton,13.07802395,-59.54177139
ME-1Q2004736,Bath Village,13.07782695,-59.55742897
ME-1Q2006516,Newton,13.07775852,-59.54925726
ME-1Q2005048,Bath Village,13.07778481,-59.5566271
ME-1Q2001340,Newton,13.07766655,-59.52742496
ME-1Q2006929,Newton,13.07782319,-59.546313
ME-1Q2005023,Bath Village,13.07781736,-59.55663858
ME-1Q2009603,Newton,13.07777034,-59.54313199
ME-1Q2006898,Newton,13.07783848,-59.54084776
ME-1Q2007158,Newton,13.0785759,-59.53972821
ME-1Q2007053,Newton,13.07857795,-59.54213783
ME-1Q2006613,Newton,13.07859633,-59.54769658
ME-1Q2006637,Newton,13.07858575,-59.54748325
ME-1Q2006610,Newton,13.07861426,-59.54784897
ME-1Q2007063,Newton,13.07860819,-59.54092156
ME-1T4000041,Providence,13.07863783,-59.50770437
ME-1Q2002428,Newton,13.07859417,-59.53777317
ME-1Q2007035,Newton,13.07864053,-59.54240649
ME-1Q2007257,Newton,13.07863172,-59.53866457
ME-1Q2005149,Bath Village,13.07863422,-59.55809684
ME-1Q2007074,Newton,13.07956843,-59.54254677
ME-1Q2006838,Newton,13.07952915,-59.54214607
ME-1Q2007300,Newton,13.07950501,-59.54064197
ME-1Q2007299,Newton,13.07954328,-59.53983765
ME-1Q2007122,Newton,13.07939635,-59.54257307
ME-1Q2007423,Newton,13.07952696,-59.53826133
ME-1Q2006560,Newton,13.07946534,-59.54925893
ME-1Q2006441,Newton,13.07953796,-59.54952211
ME-1Q2006487,Newton,13.07945651,-59.5492037
ME-1Q2007077,Newton,13.07956859,-59.54233802
ME-1Q2007264,Newton,13.07954135,-59.53844679
ME-1Q2007545,Newton,13.08020665,-59.53883133
ME-1Q2007352,Newton,13.08022588,-59.5409914
ME-1Q2007436,Newton,13.08019743,-59.53970324
ME-1Q2007435,Newton,13.08016768,-59.53971294
ME-1Q2004466,Bath Village,13.08102757,-59.56093358
ME-1Q2003895,Providence,13.08097726,-59.50159753
ME-1Q2007537,Newton,13.08109189,-59.54039216
ME-1Q2003917,Providence,13.08099779,-59.49982882
ME-1Q2007535,Newton,13.08103273,-59.54062201
ME-1Q2007534,Newton,13.08103268,-59.54065623
ME-1Q2003964,Providence,13.08099154,-59.49958874
ME-1Q2007536,Newton,13.0809242,-59.54074937
ME-1Q2003916,Providence,13.08102539,-59.50011532
ME-1Q2007531,Newton,13.0810731,-59.54018112
ME-1Q2003882,Providence,13.08197325,-59.50041645
ME-1Q2001584,Providence,13.08197351,-59.50353343
ME-1Q2001882,Providence,13.08514545,-59.50306154
ME-1Q2002509,Providence,13.08510724,-59.50305823
ME-1Q2004007,Providence,13.08520089,-59.51452969
ME-1Q2004652,Providence,13.08525925,-59.50329119
ME-1Q2004536,Providence,13.09167833,-59.50282596
ME-1Q2004651,Providence,13.08519519,-59.50339101
ME-1Q2004409,Providence,13.08539361,-59.50081387
ME-1Q2004540,Providence,13.09219362,-59.50195094
ME-1Q2004751,Providence,13.08526235,-59.49937316
ME-1Q2006463,Providence,13.08529495,-59.50050988
ME-1Q2004542,Providence,13.08659666,-59.50037337
ME-1Q2004009,Providence,13.0852155,-59.51425345
ME-1Q2004008,Providence,13.08580292,-59.50090256
ME-1Q2004744,Providence,13.08643519,-59.50167898
ME-1Q2005114,Providence,13.0864797,-59.50298757
ME-1Q2004571,Providence,13.08646624,-59.50531005
ME-1Q2004562,Providence,13.0864113,-59.50380641
ME-1Q2005104,Providence,13.08645782,-59.50216702
ME-1Q2004584,Providence,13.08643934,-59.50270002
ME-1Q2004572,Providence,13.08647014,-59.50512973
ME-1Q2005108,Providence,13.08647841,-59.50261505
ME-1Q2004752,Providence,13.0865313,-59.50165446
ME-1Q2004551,Providence,13.08646294,-59.50371964
ME-1Q2003395,Providence,13.07330577,-59.51712758
ME-1Q2007883,Oistins,13.07310822,-59.55095034
ME-1Q2008184,Newton,13.07298646,-59.54237574
ME-1Q2007996,Oistins,13.07307169,-59.55095519
ME-1Q2006255,Oistins,13.07300246,-59.55268201
ME-1Q2007995,Oistins,13.07322062,-59.55091384
ME-1Q2008132,Newton,13.07295083,-59.54378163
ME-1Q2005416,Oistins,13.07290259,-59.55890549
ME-1Q2005938,Oistins,13.07299558,-59.55660354
ME-1Q2007997,Oistins,13.07304187,-59.55096323
ME-1Q2007882,Oistins,13.07318802,-59.55092269
ME-1Q2008176,Newton,13.07305394,-59.54091148
ME-1P1001047,Oistins,13.07301887,-59.55349262
ME-1U2000188,Newton,13.07299903,-59.54534305
ME-1Q2005810,Newton,13.07348079,-59.54462563
ME-1Q2007946,Newton,13.07354672,-59.54292725
ME-1Q2008187,Newton,13.07355763,-59.54072006
ME-1P1000833,Newton,13.07341108,-59.54356928
ME-1Q2005813,Newton,13.07341624,-59.54387746
ME-1Q2007503,Oistins,13.0735362,-59.55070749
ME-1Q2005141,Oistins,13.07343079,-59.56046255
ME-1Q2008182,Newton,13.07347251,-59.54221265
ME-1P1000831,Newton,13.07354063,-59.54342342
ME-1P1001263,Newton,13.07346003,-59.53841836
ME-1P1000826,Newton,13.07343653,-59.54274053
ME-1Q2008376,Newton,13.07348354,-59.54239656
ME-1P1001386,Oistins,13.07353297,-59.55365341
ME-1Q2007991,Oistins,13.07334902,-59.55304241
ME-1P1001334,Newton,13.07402687,-59.54220377
