OBJECTID,Badge,Feeder,Latitude,Longitude,Outage_Number
1956,ME-1P1000143,Newton,13.07576293,-59.54470106,2
1957,ME-1P1000145,Newton,13.07575016,-59.53851719,2
1958,ME-1P1000146,Newton,13.07611421,-59.53439273,2
1959,ME-1P1000147,Newton,13.07606019,-59.53441655,2
1960,ME-1P1000148,Newton,13.07661755,-59.53421196,2
1961,ME-1P1000149,Newton,13.07652936,-59.53420885,2
1962,ME-1P1000150,Newton,13.07455638,-59.53708174,2
1963,ME-1P1000151,Newton,13.07366161,-59.53674037,2
1964,ME-1Q2000479,Newton,13.07928365,-59.54409368,2
1965,ME-1Q2000482,Newton,13.08068766,-59.54531461,2
1966,ME-1Q2000483,Newton,13.08071738,-59.54530663,2
1967,ME-1Q2000484,Newton,13.08085452,-59.54667822,2
1968,ME-1Q2000485,Newton,13.08071956,-59.5467173,2
1969,ME-1Q2000486,Newton,13.08032181,-59.5459334,2
1970,ME-1Q2000487,Newton,13.08082304,-59.54669471,2
1971,ME-1Q2000489,Newton,13.07915677,-59.54446935,2
1972,ME-1Q2000490,Newton,13.07926096,-59.54286845,2
1973,ME-1Q2000492,Newton,13.07967061,-59.54511731,2
1974,ME-1Q2000493,Newton,13.07990429,-59.54428655,2
1975,ME-1Q2000494,Newton,13.07976588,-59.54459836,2
1976,ME-1Q2000498,Newton,13.07984301,-59.54299008,2
1977,ME-1Q2000499,Newton,13.08027476,-59.54290082,2
1978,ME-1Q2000500,Newton,13.07690906,-59.53513901,2
1979,ME-1Q2000501,Newton,13.07703815,-59.53482189,2
1980,ME-1Q2000960,Newton,13.07774009,-59.52864774,2
1981,ME-1Q2000962,Newton,13.07765801,-59.52802052,2
1982,ME-1Q2000965,Newton,13.07514252,-59.5387922,2
1983,ME-1Q2000967,Newton,13.07583381,-59.53878995,2
1984,ME-1Q2000970,Newton,13.07557354,-59.53734628,2
1985,ME-1Q2000973,Newton,13.07785043,-59.53805887,2
1986,ME-1Q2000975,Newton,13.07804071,-59.53851976,2
1987,ME-1Q2000976,Newton,13.07952909,-59.53061062,2
1988,ME-1Q2000977,Newton,13.07944627,-59.5307286,2
1989,ME-1Q2000980,Newton,13.07789311,-59.53754311,2
1990,ME-1Q2000981,Newton,13.07763921,-59.53711815,2
1991,ME-1Q2000982,Newton,13.07792516,-59.53759025,2
1992,ME-1Q2000985,Newton,13.07478091,-59.53578282,2
1993,ME-1Q2000986,Newton,13.07468682,-59.53599277,2
1994,ME-1Q2001111,Newton,13.07481446,-59.53024408,2
1995,ME-1Q2001113,Newton,13.0771292,-59.53579761,2
1996,ME-1Q2001116,Newton,13.07739868,-59.53205417,2
1997,ME-1Q2001118,Newton,13.07693886,-59.53212271,2
1998,ME-1Q2001120,Newton,13.07691061,-59.53171353,2
1999,ME-1Q2001121,Newton,13.07767219,-59.53119795,2
2000,ME-1Q2001122,Newton,13.07734822,-59.53160683,2
2001,ME-1Q2001124,Newton,13.07501295,-59.53264887,2
2002,ME-1Q2001126,Newton,13.07759283,-59.53375163,2
2003,ME-1Q2001128,Newton,13.07722004,-59.53632483,2
2004,ME-1Q2001132,Newton,13.07637182,-59.53141204,2
2005,ME-1Q2001133,Newton,13.07651543,-59.53151469,2
2006,ME-1Q2001134,Newton,13.07651564,-59.53149396,2
2007,ME-1Q2001137,Newton,13.07590328,-59.53084091,2
2008,ME-1Q2001138,Newton,13.07478228,-59.53223641,2
2009,ME-1P1000152,Newton,13.07458354,-59.53668338,2
2010,ME-1P1000153,Newton,13.07479095,-59.53675913,2
2011,ME-1P1000154,Newton,13.0763035,-59.54615478,2
2012,ME-1P1000155,Newton,13.07702966,-59.54491466,2
2013,ME-1P1000157,Newton,13.07618381,-59.54555328,2
2014,ME-1P1000163,Newton,13.07739505,-59.53518451,2
2015,ME-1P1000165,Newton,13.07691814,-59.53590823,2
2016,ME-1P1000166,Newton,13.07785027,-59.55245698,2
2017,ME-1P1000167,Newton,13.07793648,-59.55118332,2
