OBJECTID,Badge,Feeder,Latitude,Longitude,Outage_Num
124,ME-1P1000868,Bath Village,13.068621840000000,-59.568660219999998,1
125,ME-1P1000869,Bath Village,13.072653870000000,-59.562626240000000,1
126,ME-1P1000935,Bath Village,13.072678870000001,-59.562275350000000,1
127,ME-1P1001698,Bath Village,13.069186810000000,-59.568647769999998,1
128,ME-1P1001700,Bath Village,13.069120890000001,-59.569146719999999,1
129,ME-1P1001701,Bath Village,13.069186180000001,-59.568909560000002,1
130,ME-1Q2006116,Bath Village,13.072197790000001,-59.566123410000003,1
131,ME-1P1001820,Bath Village,13.072772300000000,-59.566736069999997,1
132,ME-1Q2006138,Bath Village,13.072903200000001,-59.567238770000003,1
133,ME-1Q2006141,Bath Village,13.072932059999999,-59.567214870000001,1
134,ME-1Q2006296,Bath Village,13.068610370000000,-59.568225249999998,1
135,ME-1Q2007816,Bath Village,13.068607050000001,-59.568267620000000,1
136,ME-1Q2006297,Bath Village,13.069234370000000,-59.568755170000003,1
137,ME-1P1000850,Bath Village,13.072947140000000,-59.560772200000002,1
138,ME-1Q2006152,Bath Village,13.072875480000000,-59.562928950000000,1
139,ME-1Q2005927,Bath Village,13.078364490000000,-59.563508939999998,1
140,ME-1Q2005673,Bath Village,13.080090350000001,-59.560730329999998,1
141,ME-1Q2004467,Bath Village,13.080814070000001,-59.561234390000003,1
142,ME-1Q2004402,Bath Village,13.080725010000000,-59.560585539999998,1
143,ME-1Q2004469,Bath Village,13.080928820000000,-59.561221529999997,1
144,ME-1P1000853,Bath Village,13.073262050000000,-59.559777400000002,1
145,ME-1P1000632,Bath Village,13.073377430000001,-59.559763279999999,1
146,ME-1Q2004050,Bath Village,13.074594270000000,-59.561897680000001,1
147,ME-1P1001557,Bath Village,13.074661570000000,-59.561439610000001,1
148,ME-1Q2005435,Bath Village,13.074618700000000,-59.558093769999999,1
149,ME-1P1001593,Bath Village,13.074625169999999,-59.559809110000003,1
150,ME-1Q2004642,Bath Village,13.075708430000001,-59.558638479999999,1
151,ME-1Q2007311,Bath Village,13.075453370000000,-59.559163499999997,1
152,ME-1P1000556,Bath Village,13.075430630000000,-59.559003509999997,1
153,ME-1Q2004052,Bath Village,13.075312329999999,-59.561063580000003,1
154,ME-1P1000601,Bath Village,13.075542520000001,-59.558324349999999,1
155,ME-1Q2004895,Bath Village,13.075513539999999,-59.557095599999997,1
156,ME-1P1000695,Bath Village,13.076290990000000,-59.561738310000003,1
157,ME-1P1000894,Bath Village,13.076371650000000,-59.562056169999998,1
158,ME-1Q2004785,Bath Village,13.076372570000000,-59.556343239999997,1
159,ME-1Q2005367,Bath Village,13.076417610000000,-59.555508359999997,1
160,ME-1Q2004711,Bath Village,13.076590760000000,-59.558522170000003,1
161,ME-1Q2006009,Bath Village,13.077121060000000,-59.564892380000003,1
162,ME-1Q2005889,Bath Village,13.076930890000000,-59.564189700000000,1
163,ME-1Q2005996,Bath Village,13.077067939999999,-59.565192480000000,1
164,ME-1Q2005042,Bath Village,13.077045220000000,-59.557094350000000,1
165,ME-1Q2005995,Bath Village,13.077040029999999,-59.565448670000002,1
166,ME-1Q2004797,Bath Village,13.077025859999999,-59.554311200000001,1
167,ME-1Q2004932,Bath Village,13.077120340000000,-59.554581849999998,1
168,ME-1Q2004843,Bath Village,13.077069620000000,-59.556326290000001,1
169,ME-1Q2004813,Bath Village,13.077145820000000,-59.555084160000000,1
170,ME-1Q2004730,Bath Village,13.077602080000000,-59.556461540000001,1
171,ME-1Q2004727,Bath Village,13.077634679999999,-59.557213269999998,1
172,ME-1Q2005737,Bath Village,13.078413590000000,-59.564476280000001,1
173,ME-1Q2005803,Bath Village,13.078453110000000,-59.564496650000002,1
174,ME-1Q2005670,Bath Village,13.080129990000000,-59.560897670000003,1
175,ME-1Q2006237,Bath Village,13.073433610000000,-59.568185900000003,1
176,ME-1P1000573,Bath Village,13.073877710000000,-59.558504470000003,1
177,ME-1Q2005384,Bath Village,13.074046040000001,-59.558255350000003,1
178,ME-1P1001439,Bath Village,13.073765330000001,-59.554899200000001,1
179,ME-1Q2004788,Bath Village,13.073869889999999,-59.555616610000001,1
180,ME-1Q2004692,Bath Village,13.073873720000000,-59.555741509999997,1
181,ME-1Q2005377,Bath Village,13.073870769999999,-59.557820839999998,1
182,ME-1Q2005441,Bath Village,13.074575240000000,-59.557957819999999,1
183,ME-1P1000575,Bath Village,13.074629910000001,-59.562670230000002,1
184,ME-1Q2004953,Bath Village,13.074585689999999,-59.560610449999999,1
185,ME-1Q2005378,Bath Village,13.074660079999999,-59.557740850000002,1
186,ME-1P1000577,Bath Village,13.074706490000001,-59.562283770000001,1
187,ME-1Q2004710,Bath Village,13.075446749999999,-59.558404950000003,1
188,ME-1P1000576,Bath Village,13.075511100000000,-59.561662439999999,1
189,ME-1Q2004981,Bath Village,13.075477960000001,-59.561548029999997,1
190,ME-1Q2004066,Bath Village,13.075457150000000,-59.561248159999998,1
191,ME-1Q2004914,Bath Village,13.075901450000000,-59.560285850000000,1
192,ME-1Q2004069,Bath Village,13.075458060000001,-59.561132399999998,1
193,ME-1Q2004643,Bath Village,13.075494880000001,-59.558593830000000,1
194,ME-1P1001663,Bath Village,13.075589539999999,-59.557236340000003,1
195,ME-1P1001639,Bath Village,13.075675340000000,-59.558910509999997,1
196,ME-1P1001818,Bath Village,13.076434570000000,-59.558351770000002,1
197,ME-1Q2004854,Bath Village,13.076402640000000,-59.559437369999998,1
198,ME-1Q2004783,Bath Village,13.076528600000000,-59.556601000000001,1
199,ME-1Q2004772,Bath Village,13.076464189999999,-59.556011630000000,1
200,ME-1Q2004792,Bath Village,13.076391890000000,-59.554325689999999,1
201,ME-1Q2004591,Bath Village,13.076412370000000,-59.555155270000000,1
202,ME-1Q2004775,Bath Village,13.076511399999999,-59.556144490000001,1
203,ME-1Q2004876,Bath Village,13.076459979999999,-59.561578799999999,1
204,ME-1P1001611,Bath Village,13.076513710000000,-59.558979450000002,1
205,ME-1Q2005028,Bath Village,13.077275289999999,-59.557978919999996,1
206,ME-1Q2005026,Bath Village,13.077306589999999,-59.557965639999999,1
207,ME-1Q2005997,Bath Village,13.077180320000000,-59.565437650000000,1
208,ME-1Q2004832,Bath Village,13.077055460000000,-59.555627770000001,1
209,ME-1Q2004718,Bath Village,13.077099680000000,-59.555327810000001,1
210,ME-1P1000435,Bath Village,13.077218999999999,-59.554249270000000,1
211,ME-1Q2005977,Bath Village,13.077714260000000,-59.564499079999997,1
212,ME-1P1000892,Bath Village,13.077623350000000,-59.564309469999998,1
213,ME-1Q2005805,Bath Village,13.078459590000000,-59.564654640000001,1
214,ME-1Q2005439,Bath Village,13.078488490000000,-59.555539690000003,1
215,ME-1Q2006462,Bath Village,13.073458130000001,-59.561523510000001,1
216,ME-1P1000424,Bath Village,13.073818630000000,-59.558938679999997,1
217,ME-1Q2005347,Bath Village,13.074008090000000,-59.558979360000002,1
218,ME-1P1001440,Bath Village,13.073896280000000,-59.554937680000002,1
219,ME-1Q2004693,Bath Village,13.073889149999999,-59.555827979999997,1
220,ME-1Q2004707,Bath Village,13.073868579999999,-59.555702640000000,1
221,ME-1P1000423,Bath Village,13.073926820000001,-59.559321879999999,1
222,ME-1Q2008300,Bath Village,13.074674520000000,-59.562306120000002,1
223,ME-1P1000436,Bath Village,13.074702309999999,-59.558726170000000,1
224,ME-1Q2008519,Bath Village,13.074720660000001,-59.560985490000000,1
225,ME-1Q2004612,Bath Village,13.074793930000000,-59.556867529999998,1
226,ME-1Q2005140,Bath Village,13.074696700000001,-59.557117730000002,1
227,ME-1Q2005395,Bath Village,13.074667209999999,-59.559722860000001,1
228,ME-1Q2005436,Bath Village,13.074757119999999,-59.557873890000003,1
229,ME-1Q2005364,Bath Village,13.074766750000000,-59.558966529999999,1
230,ME-1P1001647,Bath Village,13.075588720000001,-59.558895170000000,1
231,ME-1Q2004793,Bath Village,13.076371079999999,-59.554281250000003,1
232,ME-1Q2004880,Bath Village,13.076575620000000,-59.560666560000001,1
233,ME-1Q2005052,Bath Village,13.076368830000000,-59.559398440000002,1
234,ME-1Q2004881,Bath Village,13.076485569999999,-59.560413699999998,1
235,ME-1Q2010084,Bath Village,13.076472369999999,-59.555763429999999,1
236,ME-1Q2004874,Bath Village,13.076625290000001,-59.561521780000000,1
237,ME-1Q2006000,Bath Village,13.077147739999999,-59.565175070000002,1
238,ME-1Q2005022,Bath Village,13.077153830000000,-59.556596239999998,1
239,ME-1Q2006013,Bath Village,13.077216140000001,-59.564646430000003,1
240,ME-1Q2008373,Bath Village,13.077271310000000,-59.564824090000002,1
241,ME-1Q2004973,Bath Village,13.077140289999999,-59.560470490000000,1
242,ME-1Q2004971,Bath Village,13.077140520000000,-59.560513489999998,1
243,ME-1Q2005053,Bath Village,13.077208720000000,-59.559867709999999,1
244,ME-1Q2004731,Bath Village,13.077705679999999,-59.556431060000001,1
245,ME-1Q2005049,Bath Village,13.077746830000001,-59.556454969999997,1
246,ME-1Q2005975,Bath Village,13.077607950000001,-59.564264289999997,1
247,ME-1Q2005030,Bath Village,13.077794819999999,-59.557694060000003,1
248,ME-1Q2006007,Bath Village,13.077733940000000,-59.564845830000003,1
249,ME-1Q2005438,Bath Village,13.078499360000000,-59.555666410000001,1
250,ME-1P1000514,Bath Village,13.078550520000000,-59.561411720000002,1
251,ME-1Q2005992,Bath Village,13.078578370000001,-59.564954630000003,1
252,ME-1Q2005719,Bath Village,13.079382089999999,-59.560748359999998,1
253,ME-1Q2005718,Bath Village,13.079394250000000,-59.560782609999997,1
254,ME-1Q2005817,Bath Village,13.079418170000000,-59.560205109999998,1
255,ME-1Q2005430,Bath Village,13.073371440000001,-59.556550880000003,1
256,ME-1Q2004867,Bath Village,13.073970120000000,-59.556145250000000,1
257,ME-1Q2005359,Bath Village,13.073950020000000,-59.560049300000003,1
258,ME-1Q2005433,Bath Village,13.073937940000000,-59.556524850000002,1
259,ME-1Q2005365,Bath Village,13.074862830000001,-59.559008210000002,1
260,ME-1Q2005363,Bath Village,13.074695400000000,-59.559256509999997,1
261,ME-1P1001640,Bath Village,13.074634509999999,-59.558236319999999,1
262,ME-1Q2005440,Bath Village,13.074683780000001,-59.558344730000002,1
263,ME-1Q2004899,Bath Village,13.074635170000001,-59.558830469999997,1
264,ME-1P1001554,Bath Village,13.074807090000000,-59.562064849999999,1
265,ME-1P1000600,Bath Village,13.075628580000000,-59.558650669999999,1
266,ME-1P1001662,Bath Village,13.075517690000000,-59.557644009999997,1
267,ME-1Q2004979,Bath Village,13.075577429999999,-59.561472860000002,1
268,ME-1Q2003817,Bath Village,13.075606490000000,-59.561702859999997,1
269,ME-1Q2004915,Bath Village,13.075850239999999,-59.560359349999999,1
270,ME-1P1001664,Bath Village,13.075684930000000,-59.557549029999997,1
271,ME-1Q2004712,Bath Village,13.075663029999999,-59.558332710000002,1
272,ME-1P1000896,Bath Village,13.076620500000001,-59.559156459999997,1
273,ME-1Q2004870,Bath Village,13.076546110000001,-59.562024389999998,1
274,ME-1P1000691,Bath Village,13.076425580000000,-59.560799260000003,1
275,ME-1P1000690,Bath Village,13.076473090000000,-59.561032330000003,1
276,ME-1Q2004838,Bath Village,13.076510710000001,-59.554630879999998,1
277,ME-1P1001599,Bath Village,13.076528310000000,-59.561141110000001,1
278,ME-1Q2004773,Bath Village,13.076635740000000,-59.555544560000001,1
279,ME-1Q2004749,Bath Village,13.076559200000000,-59.558286619999997,1
280,ME-1P1001598,Bath Village,13.076834890000001,-59.561588690000001,1
281,ME-1Q2005530,Bath Village,13.077312200000000,-59.563186430000002,1
282,ME-1Q2005929,Bath Village,13.077332660000000,-59.557940490000000,1
283,ME-1Q2004833,Bath Village,13.077187289999999,-59.555599180000002,1
284,ME-1Q2005886,Bath Village,13.077220860000001,-59.564261389999999,1
285,ME-1Q2004817,Bath Village,13.077284640000000,-59.556034310000001,1
286,ME-1Q2004736,Bath Village,13.077826950000000,-59.557428969999997,1
287,ME-1Q2005048,Bath Village,13.077784810000001,-59.556627100000000,1
288,ME-1Q2005023,Bath Village,13.077817359999999,-59.556638579999998,1
289,ME-1Q2005149,Bath Village,13.078634220000000,-59.558096839999997,1
290,ME-1Q2004466,Bath Village,13.081027570000000,-59.560933579999997,1
291,ME-1Q2004165,Bath Village,13.073918109999999,-59.560017539999997,1
292,ME-1P1001590,Bath Village,13.073792640000001,-59.559060580000001,1
293,ME-1Q2004691,Bath Village,13.073932170000001,-59.555923090000000,1
294,ME-1Q2005374,Bath Village,13.073990340000000,-59.557744419999999,1
295,ME-1Q2005348,Bath Village,13.074060129999999,-59.559279770000003,1
296,ME-1P1001651,Bath Village,13.073883960000000,-59.556741840000001,1
297,ME-1Q2004613,Bath Village,13.074782819999999,-59.557444420000003,1
298,ME-1P1001556,Bath Village,13.074821269999999,-59.561721450000000,1
299,ME-1Q2005386,Bath Village,13.074708899999999,-59.560322409999998,1
300,ME-1P1001641,Bath Village,13.074836090000000,-59.558714729999998,1
301,ME-1Q2004611,Bath Village,13.074837390000001,-59.557420209999997,1
302,ME-1Q2005075,Bath Village,13.075749470000000,-59.561649699999997,1
303,ME-1Q2004595,Bath Village,13.075446879999999,-59.558662689999998,1
304,ME-1Q2004888,Bath Village,13.075688000000000,-59.559267839999997,1
305,ME-1Q2004857,Bath Village,13.075746040000000,-59.559564590000001,1
306,ME-1Q2004594,Bath Village,13.075827570000000,-59.558809689999997,1
307,ME-1Q2004886,Bath Village,13.075472440000000,-59.558650120000003,1
308,ME-1Q2004845,Bath Village,13.076575040000000,-59.554086020000000,1
309,ME-1P1000638,Bath Village,13.076446480000000,-59.560919650000002,1
310,ME-1Q2004878,Bath Village,13.076540860000000,-59.561361599999998,1
311,ME-1Q2004872,Bath Village,13.076538460000000,-59.562302340000002,1
312,ME-1Q2005002,Bath Village,13.076549160000001,-59.559723429999998,1
313,ME-1Q2004873,Bath Village,13.076580269999999,-59.562309100000000,1
314,ME-1Q2005019,Bath Village,13.077201320000000,-59.556828660000001,1
315,ME-1Q2005999,Bath Village,13.077261160000001,-59.565135730000002,1
316,ME-1Q2004015,Bath Village,13.077289290000000,-59.565127339999997,1
317,ME-1Q2004992,Bath Village,13.077400750000001,-59.560669570000002,1
318,ME-1Q2005984,Bath Village,13.077287719999999,-59.565390479999998,1
319,ME-1Q2005047,Bath Village,13.077825570000000,-59.556674309999998,1
320,ME-1Q2005146,Bath Village,13.078687640000000,-59.558088890000001,1
321,ME-1Q2005816,Bath Village,13.079537320000000,-59.560176900000002,1
322,ME-1Q2004405,Bath Village,13.081165199999999,-59.560649519999998,1
323,ME-1Q2004452,Bath Village,13.081119760000000,-59.560899329999998,1
324,ME-1Q2004404,Bath Village,13.081099490000000,-59.560506089999997,1
325,ME-1P1000903,Bath Village,13.073966380000000,-59.556013770000000,1
326,ME-1P1000422,Bath Village,13.074046129999999,-59.559087839999997,1
327,ME-1P1000646,Bath Village,13.074028070000001,-59.556498630000000,1
328,ME-1P1001653,Bath Village,13.074034850000000,-59.556534540000001,1
329,ME-1Q2004690,Bath Village,13.074085670000001,-59.555709309999997,1
330,ME-1Q2005349,Bath Village,13.074129670000000,-59.559270669999997,1
331,ME-1P1001670,Bath Village,13.074097770000000,-59.556957480000001,1
332,ME-1Q2004067,Bath Village,13.074125470000000,-59.560684909999999,1
333,ME-1Q2005382,Bath Village,13.074793200000000,-59.557993260000003,1
334,ME-1Q2005357,Bath Village,13.074838010000001,-59.559197550000000,1
335,ME-1P1000574,Bath Village,13.074815859999999,-59.559309810000002,1
336,ME-1Q2005091,Bath Village,13.074839839999999,-59.562634670000001,1
337,ME-1Q2005353,Bath Village,13.074823550000000,-59.560108159999999,1
338,ME-1P1001591,Bath Village,13.074782089999999,-59.559568499999997,1
339,ME-1Q2005352,Bath Village,13.074868159999999,-59.560126080000003,1
340,ME-1Q2004905,Bath Village,13.074766900000000,-59.560649050000002,1
341,ME-1Q2004645,Bath Village,13.075709450000000,-59.559402949999999,1
342,ME-1Q2004597,Bath Village,13.075417800000000,-59.558681770000000,1
343,ME-1Q2004644,Bath Village,13.075720980000000,-59.559483600000000,1
344,ME-1Q2004887,Bath Village,13.075424300000000,-59.558715610000000,1
345,ME-1Q2004610,Bath Village,13.075696300000001,-59.559334640000003,1
346,ME-1P1001649,Bath Village,13.075762320000001,-59.558333390000001,1
347,ME-1Q2004889,Bath Village,13.075806110000000,-59.558778879999998,1
348,ME-1Q2004596,Bath Village,13.075828220000000,-59.558844340000000,1
349,ME-1Q2004840,Bath Village,13.076709180000000,-59.554552330000000,1
350,ME-1P1000692,Bath Village,13.076661789999999,-59.560892780000003,1
351,ME-1Q2004879,Bath Village,13.076551179999999,-59.561415709999999,1
352,ME-1P1001577,Bath Village,13.076702620000001,-59.562228840000003,1
353,ME-1Q2004875,Bath Village,13.076646739999999,-59.562026119999999,1
354,ME-1Q2004713,Bath Village,13.076697709999999,-59.559071070000002,1
355,ME-1Q2004774,Bath Village,13.076644780000001,-59.556178969999998,1
356,ME-1Q2004830,Bath Village,13.077244439999999,-59.555840910000001,1
357,ME-1Q2004860,Bath Village,13.077389820000000,-59.560171410000002,1
358,ME-1Q2004816,Bath Village,13.077308810000000,-59.556014179999998,1
359,ME-1Q2004811,Bath Village,13.077456890000001,-59.554825110000003,1
360,ME-1Q2004722,Bath Village,13.077340970000000,-59.556013059999998,1
361,ME-1Q2004831,Bath Village,13.077277260000001,-59.555832310000000,1
362,ME-1Q2006012,Bath Village,13.077311000000000,-59.564615500000002,1
363,ME-1Q2004737,Bath Village,13.077908880000001,-59.557642110000003,1
364,ME-1P1000891,Bath Village,13.077776320000000,-59.564953160000002,1
365,ME-1Q2005136,Bath Village,13.078737500000001,-59.560431540000003,1
366,ME-1Q2005766,Bath Village,13.079580119999999,-59.561149080000000,1
367,ME-1Q2005721,Bath Village,13.079635090000000,-59.560668600000000,1
368,ME-1Q2005713,Bath Village,13.080349180000001,-59.560892959999997,1
369,ME-1Q2004468,Bath Village,13.081195480000000,-59.560492089999997,1
370,ME-1P1001844,Bath Village,13.073089160000000,-59.561823619999998,1
371,ME-1Q2004868,Bath Village,13.074063199999999,-59.556238999999998,1
372,ME-1P1000570,Bath Village,13.074181670000000,-59.558762479999999,1
373,ME-1Q2004866,Bath Village,13.074188059999999,-59.556051459999999,1
374,ME-1Q2005090,Bath Village,13.074172060000000,-59.562660409999999,1
375,ME-1Q2004902,Bath Village,13.074800430000000,-59.560713030000002,1
376,ME-1Q2005356,Bath Village,13.074828880000000,-59.559361320000001,1
377,ME-1Q2004903,Bath Village,13.074733549999999,-59.560664359999997,1
